Dir   aB    eB   iB     aC    eC    iC    rBf       EBf     aBf   eBf    iBf       rCf       ECf       aCf    eCf    iCf   logtB    destB   logtC    destC
  7 24.1 0.401  0.0  538.7 0.604 174.0  17.06  -3.8e+37   24.06  0.41    0.0   99514.7   1.7e+36   -127.72  35.27  168.0     6.0        - 5.07515  ejected
  7 24.3 0.349  0.0  460.0 0.372 122.9  30.73  -3.8e+37   24.29  0.33    0.0   99995.2   5.5e+35   -403.12  14.73   11.6     6.0        - 5.30148  ejected
  7 25.8 0.457  0.0  387.0 0.498  27.1  32.59  -3.5e+37    25.8  0.44    0.2   99985.5   3.2e+34  -6861.54   6.05  165.8     6.0        - 5.92388  ejected
  7 27.7 0.348  0.0  343.5 0.052  44.3  18.11  -3.3e+37   27.66  0.36    0.4  100006.5   1.2e+36   -177.74 128.98   33.7     6.0        - 5.14689  ejected
  7 24.8  0.48  0.0  361.8 0.097 109.7  21.79  -3.7e+37   24.84  0.46    0.2   99916.3   1.8e+35  -1243.76   16.7   12.6     6.0        - 5.55476  ejected
  7 26.4  0.47  0.0  425.7 0.252  72.2  15.47  -3.4e+37   26.42  0.48    0.7  100008.1   7.2e+35    -307.5  76.07  106.5     6.0        - 5.25049  ejected
  7 26.3 0.377  0.0  207.0 0.206  50.0  36.19  -3.5e+37   26.31  0.38    0.3   99587.4     2e+34 -11220.83   1.75   87.4     7.0        - 6.08081  ejected
  7 23.5 0.385  0.0  143.7 0.343   6.4  22.29  -3.9e+37   23.47  0.38    0.0  100002.5   1.9e+36   -113.72   3.64  156.3     6.0        - 5.05046  ejected
  7 25.7 0.294  0.0  156.9 0.391  14.9  32.72  -3.5e+37   25.71  0.27    0.0  100004.2   1.6e+35   -1386.5   9.21  167.7     6.0        - 5.52916  ejected
  7 25.8 0.386  0.0  651.9 0.746   8.1  33.61  -3.5e+37   25.81   0.4    0.0   99997.2   1.6e+36   -136.03  96.49  178.1     6.0        - 5.09566  ejected
  7 27.4 0.126  0.0  192.3 0.064 120.8  25.28  -3.3e+37   27.36  0.12    0.2   99995.5   9.4e+35   -234.43  93.95   66.6     6.0        - 5.19727  ejected
  7 27.2 0.206  0.0  128.7 0.267  35.6  31.94  -3.4e+37   27.19  0.21    0.5  100011.5   2.4e+36    -93.41 192.68   44.5     6.0        - 5.01748  ejected
  7 25.7 0.457  0.0  212.7 0.192  61.5  36.52  -3.5e+37   25.73  0.44    0.2   99649.2   3.8e+33 -58710.31   1.21  103.7     7.0        - 6.23478  ejected
  7 27.0 0.224  0.0  438.1  0.35  93.2   8.65  -4.5e+37   20.18  0.62    7.0  100009.3   9.6e+36    -22.98  47.14  123.0     5.0        -  4.7219  ejected
  7 25.3 0.344  0.0  389.6 0.225 170.4  17.68  -3.6e+37   25.25  0.35    0.3   99992.2     2e+36   -113.36 131.41   34.5     6.0        - 5.05362  ejected
  7 27.0 0.474  0.0  970.6 0.612  56.3  39.07  -3.4e+37   27.01  0.46   10.4    7559.5  -2.7e+34   8224.95   0.67  143.1     9.0        -     9.0        -
  7 25.6 0.429  0.0   86.5 0.135 125.4  34.18  -3.8e+37   24.01  0.46    6.1   99999.6   7.1e+35   -311.05  93.49   80.1     6.0        - 5.27955  ejected
  7 26.5 0.489  0.0  603.5 0.386 111.0  36.86  -3.4e+37   26.52  0.47   42.5    7187.8  -3.5e+34   6320.51   0.93   60.6     9.0        -     9.0        -
  7 25.0 0.344  0.0  452.3 0.264 101.3  27.13  -3.6e+37   24.99  0.34    0.2   99998.7   3.9e+35    -573.7   13.2  114.8     6.0        - 5.36747  ejected
  7 25.3 0.018  0.0  354.6 0.409 172.2  25.91  -3.6e+37   25.34  0.02    0.0   99993.3   3.5e+35   -625.95  34.07  169.3     6.0        -  5.4125  ejected
  7 26.4 0.501  0.0  442.0 0.274 114.5  13.23  -3.5e+37   26.39  0.51    0.3  100007.7   6.3e+36    -34.93 180.73   42.7     5.0        -  4.8076  ejected
  7 24.1 0.489  0.0  123.2 0.177 116.4  35.27  -3.8e+37   24.11   0.5    0.6  100000.9   4.1e+34   -5463.2   3.77   61.7     6.0        - 5.99615  ejected
  7 26.5 0.515  0.0  541.2 0.696 100.1  34.91  -3.4e+37   26.49  0.51    0.0  100001.0   3.8e+35   -579.28  18.93  154.1     6.0        - 5.39129  ejected
  7 26.4 0.288  0.0  379.8 0.272  94.2  22.34  -3.9e+37   23.35  0.34    2.6  100006.6   2.8e+36    -79.23  43.54  109.6     5.0        - 4.97964  ejected
  7 24.0 0.428  0.0  211.8 0.002 133.2  29.89    -4e+37   22.89  0.43    2.5   99999.3   3.2e+35   -681.25  18.04  168.5     6.0        - 5.40554  ejected
  7 25.7  0.07  0.0  343.2 0.485 179.7  26.43  -3.5e+37   25.72  0.06    0.0   99736.6   1.2e+36   -181.21  21.22  178.8     6.0        - 5.14434  ejected
  7 23.9 0.094  0.0   44.9 0.218  58.8  18.57  -3.8e+37   23.77  0.27   76.5   41328.7  -9.1e+33  24202.21   0.93   87.6     9.0        -     9.0        -
  8 27.0 0.155  0.0  167.6 0.008  39.8  30.84  -3.4e+37   27.01  0.15    0.2   99918.1   6.4e+35   -343.68  48.23   98.9     6.0        - 5.26429  ejected
  8 23.5 0.487  0.0  508.4  0.65  86.7  33.54  -3.9e+37   23.47  0.48    0.9  100005.7   3.1e+35    -718.4  52.14   84.1     6.0        - 5.47053  ejected
  8 25.5 0.346  0.0  734.4 0.641  14.2  34.31  -3.6e+37   25.48  0.35    0.1   99921.9   8.9e+35   -249.55   8.73   39.8     6.0        - 5.20623  ejected
  8 26.8 0.301  0.0  362.1 0.307  58.1  20.74  -3.4e+37   26.84   0.3    0.4   99987.9   2.1e+36   -104.85 171.37   42.4     6.0        - 5.03757  ejected
  8 25.1 0.439  0.0  218.2 0.192 114.8  14.81  -4.2e+37   21.57  0.38    6.8  100002.1   3.2e+36    -68.68  72.88  122.8     5.0        - 4.94462  ejected
  8 25.5 0.054  0.0  210.7   0.5 130.0  24.01  -3.6e+37   25.45  0.08   27.8     230.6  -1.2e+36    179.17   0.41   20.6     9.0        -     9.0        -
  8 25.3 0.356  0.0  475.0 0.437  71.2  29.72  -3.6e+37   25.25  0.35    0.1   99877.0   1.6e+35  -1399.02  12.37  128.6     6.0        - 5.56654  ejected
  8 27.7 0.086  0.0  269.7 0.284 119.7  27.94  -3.3e+37   27.71  0.06    0.1   99377.8   1.6e+34  -14206.5   1.21   33.9     7.0        - 6.14536  ejected
  8 27.4 0.135  0.0  630.4 0.636 126.1  24.29  -3.3e+37   27.43  0.13    0.1  100004.3   1.3e+36   -164.33   33.6  104.8     6.0        - 5.12871  ejected
  8 25.8 0.225  0.0  147.0 0.131  51.2  18.27  -4.3e+37   21.27  0.18   10.7   99993.9   3.5e+36     -62.9  88.05  143.5     5.0        - 4.92811  ejected
  8 23.5 0.105  0.0  410.3 0.674 167.0   21.3  -3.9e+37   23.53   0.1    0.1  100007.6   3.5e+35   -629.43  35.89  113.0     6.0        - 5.41387  ejected
  8 26.4 0.265  0.0  859.7 0.723  52.6  21.98  -3.4e+37   26.44  0.24    0.2   99697.9   1.3e+36   -164.01  126.3   24.2     6.0        - 5.14434  ejected
  8 25.1  0.39  0.0  729.5 0.634  67.7   22.1  -3.6e+37   25.09  0.36    0.3   99993.9   7.6e+35   -291.87  96.38    5.4     6.0        - 5.27579  ejected
  8 23.7 0.066  0.0   63.3 0.106 115.2 100000.0   2.3e+38   -3.99 239.6   85.0   95428.4       nan       0.0    nan    nan 4.60628  ejected 4.27955  ejected
  8 27.2 0.022  0.0  647.8 0.636  38.3  26.98  -3.4e+37   27.16  0.03    0.0   99991.5   8.4e+35   -264.46 103.02   77.9     6.0        - 5.23207  ejected
  8 25.1 0.386  0.0  275.1 0.481  19.5   41.6  -2.7e+37   33.75  0.39    7.4   99985.9   7.4e+36    -30.01 156.44   53.9     5.0        - 4.80201  ejected
  8 23.8 0.263  0.0  314.1 0.432 177.2  29.56  -3.9e+37   23.35   0.3    0.1   99963.6   6.1e+35   -362.16  61.34  173.1     6.0        - 5.31029  ejected
  8 26.9 0.321  0.0  576.4 0.632  96.9  35.47  -3.4e+37   26.94  0.33    0.2  100012.2   1.3e+36   -164.75   20.1   88.2     6.0        - 5.11797  ejected
  8 24.2 0.253  0.0  775.5  0.61  37.3  30.24  -3.8e+37   24.21  0.25    0.2   99834.6   1.8e+36   -124.16  73.56   62.9     6.0        - 5.06605  ejected
  8 27.3  0.41  0.0  346.3 0.629 113.7  35.73  -3.3e+37   27.28  0.45   89.7    3115.8  -1.3e+35   1698.46   0.87   73.3     9.0        -     9.0        -
  8 28.0 0.213  0.0  427.5 0.734  38.6  30.39  -3.3e+37   27.97  0.23    0.2   99922.1   4.5e+34  -4888.52   7.76   99.9     6.0        - 5.79577  ejected
  8 27.2  0.44  0.0  400.6 0.546 175.9  39.35  -3.3e+37   27.25  0.46    0.0   99956.5     5e+35   -438.87  24.16   22.2     6.0        - 5.31894  ejected
  9 24.0 0.453  0.0  294.1 0.501 177.7  30.37  -3.8e+37   24.03  0.45    0.0  100014.8   2.5e+35   -897.94  34.63  179.5     6.0        - 5.49174  ejected
  9 26.2 0.169  0.0  238.1 0.058   5.1  23.58  -3.5e+37   26.16  0.15    0.0   99845.1   6.7e+35   -331.57  13.49  155.2     6.0        - 5.27767  ejected
  9 27.9 0.396  0.0  857.9  0.62  35.9   21.9  -3.3e+37   27.89   0.4    0.2   99986.8     3e+36    -74.62  73.54   67.2     5.0        - 4.96054  ejected
  9 27.9 0.266  0.0  262.5 0.405 133.8  34.71  -3.3e+37   27.86  0.25    0.1   99689.8   8.5e+35    -259.3   39.3    5.6     6.0        - 5.21719  ejected
  9 24.3 0.176  0.0  264.1 0.054  60.7  20.42  -3.7e+37   24.34  0.16    0.2   99815.5   2.7e+35   -834.32  22.42   64.1     6.0        - 5.44055  ejected
  9 27.2 0.088  0.0  440.0 0.351   3.4  29.94  -3.4e+37   27.16  0.11    0.0   99830.8     9e+35   -246.14   65.9  179.0     6.0        - 5.21065  ejected
  9 25.0 0.372  0.0  534.7 0.518  21.4  33.67  -3.7e+37   24.33   0.4    4.8   99617.6   5.4e+35   -407.37   2.78  108.6     6.0        - 5.48126  ejected
  9 24.3  0.04  0.0  268.8 0.363 115.9   24.2  -3.7e+37   24.32  0.03    0.2   99938.7     1e+35  -2186.41   13.6   97.9     6.0        - 5.65391  ejected
  9 27.1  0.17  0.0  126.0 0.128  92.2  30.45  -3.4e+37   27.06  0.15    0.1  100002.7   1.1e+35  -2034.36   9.89  141.2     6.0        - 5.56943  ejected
  9 25.7 0.296  0.0  414.5 0.523   4.3  30.91  -3.6e+37   25.65  0.31    0.0  100007.9   1.9e+35  -1150.28  31.13    6.5     6.0        - 5.54572  ejected
  9 27.8 0.465  0.0  339.8 0.268 132.7  39.02  -3.3e+37   27.79  0.45    0.2   99900.3   1.6e+35  -1391.03   8.83   13.8     6.0        - 5.55476  ejected
  9 26.7 0.479  0.0  304.2 0.363   6.8  22.54  -3.4e+37   26.69  0.49    0.0  100011.7     5e+36    -44.45 105.61    1.7     5.0        - 4.85492  ejected
  9 27.9 0.281  0.0   62.7 0.251  20.0   31.8    -4e+37   22.66  0.42    4.4   99895.4   1.1e+36   -210.58  50.93  133.9     6.0        - 5.18811  ejected
  9 27.0 0.436  0.0  612.1 0.556  32.2  34.71  -3.5e+37    26.2  0.42    2.1  100004.6   1.6e+35   -1418.7   1.74  126.0     6.0        - 5.53022  ejected
  9 24.7 0.429  0.0  335.6 0.134  46.8   19.9  -3.7e+37   24.73  0.69  139.2     912.5  -3.3e+35    677.54   0.67   46.5     9.0        -     9.0        -
  9 25.9 0.079  0.0  870.1 0.705  60.7  25.09  -3.5e+37   25.94  0.08    0.1   99993.6   1.4e+36   -160.32 111.29   96.5     6.0        - 5.12871  ejected
  9 27.4 0.252  0.0  385.1 0.633 147.8  19.97  -3.3e+37   27.38  0.27   30.4    2248.7  -3.3e+34   6718.07   0.97   16.7     9.0        -     9.0        -
  9 23.9 0.337  0.0  228.2 0.017  66.6  28.42  -4.1e+37    22.0  0.78   27.7   99976.3   1.1e+36   -196.67  16.98  148.4     6.0        - 5.18579  ejected
  9 23.9 0.186  0.0  336.2 0.347 139.5  23.39  -3.8e+37   23.85   0.2    0.1   99990.0   6.8e+35   -327.66  20.73   38.4     6.0        - 5.26039  ejected
 10 25.2 0.488  0.0  332.7 0.536  67.5  37.26  -3.6e+37   25.18  0.48    0.6   99513.2   2.4e+36    -92.06 131.27   64.2     6.0        - 5.00708  ejected
 10 27.8 0.468  0.0  409.3 0.143  78.5  40.29  -3.3e+37   27.79  0.45    0.8   99886.7   3.7e+35   -596.13  46.24   56.2     6.0        - 5.37355  ejected
 10 26.1 0.285  0.0  245.3  0.67 136.9  31.43  -3.5e+37   26.12  0.29   14.7     384.1  -5.9e+35    374.59   0.07    9.4     9.0        -     9.0        -
 10 26.4 0.004  0.0  393.5 0.347  34.2  26.11  -3.4e+37    26.4  0.01    0.0  100005.7   8.4e+35   -262.55  53.53   87.0     6.0        - 5.21284  ejected
 10 26.9  0.43  0.0  248.2 0.607 152.4  34.66  -3.5e+37   26.08  0.45   12.6   28045.8  -4.7e+33  47569.83   0.55   19.0     9.0        -     9.0        -
 10 27.7 0.414  0.0  462.4 0.362  29.0  25.27  -3.3e+37   27.71  0.41    0.1   99997.0   6.2e+35    -358.2   7.73   92.7     6.0        - 5.27955  ejected
 10 27.2 0.273  0.0  693.6 0.735  42.1   21.8  -3.3e+37   27.22  0.24    0.1   99990.7   5.9e+35   -376.84  87.78  168.4     6.0        - 5.32909  ejected
 10 28.0 0.395  0.0  375.3 0.114 154.9  34.41  -3.4e+37   26.79   0.7   23.4   99992.3   4.1e+35    -542.8  29.02   94.5     6.0        - 5.44184  ejected
 10 27.0  0.45  0.0  402.8 0.212  30.5  17.11  -3.4e+37   26.95  0.45    0.5  100011.6   3.9e+36    -56.47 165.55  126.3     5.0        - 4.90653  ejected
 11 23.5 0.018  0.0  447.6 0.497  14.4  22.58  -4.2e+37   21.57  0.18    1.8   99987.3   1.8e+36   -121.82  63.88   39.8     6.0        - 5.06605  ejected
 11 24.9  0.33  0.0  262.7 0.329   3.3  29.25  -4.4e+37   20.83  0.53   13.6   99996.4   6.2e+36    -35.81  80.16   29.8     5.0        - 4.81857  ejected
 11 27.3 0.389  0.0  205.0 0.112 111.7  23.42  -3.3e+37   27.25  0.38    0.7   99936.9   7.7e+34  -2858.98   8.79   76.3     6.0        - 5.72392  ejected
 11 24.7 0.137  0.0   59.3  0.29  54.0   23.8  -5.2e+37   17.56  0.37    8.5  100006.2   8.6e+36    -25.61  83.29   67.0     5.0        - 4.74174  ejected
 11 27.9 0.251  0.0  178.9  0.39  48.5  18.82  -3.5e+37   25.76  0.42   20.0   99854.7   6.4e+35   -343.62  84.24   99.2     6.0        - 5.29969  ejected
 11 24.2 0.285  0.0  996.6 0.696  15.7  31.09  -3.8e+37   24.15  0.29    0.2   99987.8   3.4e+36    -65.38 127.21   82.3     5.0        - 4.93644  ejected
 11 27.4 0.447  0.0  447.1 0.216 165.8  35.12  -3.3e+37   27.45  0.45    9.1     438.7  -4.5e+35    494.21   0.11    5.7     9.0        -     9.0        -
 11 25.9   0.3  0.0  324.9 0.024  54.6  30.28  -3.5e+37   25.91  0.34   72.7    5964.2  -6.8e+34    3262.5   0.85   67.8     9.0        -     9.0        -
 11 25.8 0.159  0.0  119.0 0.006 162.4  24.38  -4.9e+37   18.48  0.33    5.0  100006.1   1.1e+37     -20.8 169.76  147.9     5.0        - 4.70815  ejected
 12 25.7 0.226  0.0   61.7 0.336 148.1  28.77  -3.5e+37   25.69  0.24    0.1  100008.1   4.3e+34  -5165.78   1.77   13.8     6.0        - 5.78829  ejected
 12 23.6 0.132  0.0   94.2 0.084 126.9  16.81  -4.3e+37   21.07   0.2   19.5  100006.3   6.2e+35   -359.58  47.53  146.5     6.0        - 5.28882  ejected
 12 23.9 0.063  0.0  242.7 0.246 159.7  23.75    -4e+37    22.6  0.08    3.3   99609.0   3.4e+33 -64236.16   1.03  110.2     7.0        - 6.23994  ejected
 12 24.9 0.442  0.0  281.7 0.301  81.3  39.91  -3.7e+37   24.89  0.61   18.3     660.2  -4.3e+35    512.65   0.55   39.5     9.0        -     9.0        -
 12 26.0 0.106  0.0  649.1 0.566 140.0  25.09  -3.5e+37   25.95  0.11    0.0   99987.5   5.2e+35   -426.36   6.91  147.5     6.0        - 5.32741  ejected
 12 26.6 0.188  0.0  214.2 0.442  80.7  20.77  -3.4e+37   26.58  0.22   45.0    4489.3    -5e+34    4445.2   0.75   94.9     9.0        -     9.0        -
 12 24.4 0.344  0.0  148.0 0.305 146.4  11.65  -4.5e+37   20.06  0.65    7.2  100005.4   5.4e+36    -41.29  91.96  126.5     5.0        - 4.83971  ejected
 12 27.4 0.346  0.0  854.7 0.586  71.7  18.32  -3.3e+37   27.35  0.33    0.2  100009.7   6.1e+34  -3616.61   5.19   65.1     6.0        - 5.73193  ejected
 12 28.1  0.33  0.0  324.3 0.238  76.1  18.53  -3.2e+37   28.04  0.34    0.2   99815.4   5.8e+35   -382.73  29.26   38.3     6.0        -  5.2961  ejected
 13 26.7 0.333  0.0  710.6 0.625 103.7  27.46  -3.4e+37   26.73  0.35    0.3   99859.6   4.4e+35   -500.79  14.15  141.9     6.0        - 5.32741  ejected
 13 27.0 0.466  0.0  782.2 0.631  13.2  16.47  -3.4e+37   26.94  0.46    0.0   99983.1     9e+35   -244.89   5.76   61.9     6.0        - 5.21502  ejected
 13 25.8 0.292  0.0  253.1 0.114  15.3  18.68  -3.5e+37    25.8  0.28    0.2   99996.8   7.1e+35   -312.42 103.43    5.3     6.0        - 5.28882  ejected
 13 24.4 0.482  0.0  144.5  0.57   6.4  14.56  -4.3e+37   21.27  0.55    3.3   99998.2   3.2e+36    -69.55 135.04   91.0     5.0        - 4.95265  ejected
 13 25.2 0.042  0.0  238.2 0.324  59.9  25.63  -3.6e+37   25.19  0.05    0.1  100010.5   7.2e+35   -306.88  12.37  108.1     6.0        - 5.25049  ejected
 13 27.7 0.311  0.0  483.5 0.378 136.2  19.12  -3.3e+37   27.69  0.32    0.3  100006.2     3e+36    -74.66 148.63   63.9     5.0        - 4.96828  ejected
 13 24.8 0.139  0.0  321.3  0.15 100.3   22.2  -3.7e+37   24.83  0.11    0.1   99882.7   6.2e+35   -358.12  74.63  150.7     6.0        -  5.2961  ejected
 13 28.0 0.047  0.0  316.1 0.174  85.2  22.19  -3.3e+37   27.98  0.22   65.8     243.0  -5.5e+35    405.02   0.41   26.3     9.0        -     9.0        -
 13 23.7 0.265  0.0   98.1 0.538 175.7  18.47  -4.6e+37   19.94  0.26    3.8  100002.9   3.9e+36     -56.8  68.67  104.8     5.0        - 4.90653  ejected
 13 27.8 0.513  0.0   64.1 0.243  12.7  32.03  -3.9e+37   23.07  0.48   13.9   99622.4   7.4e+35   -297.38  85.61   85.8     6.0        - 5.26235  ejected
 13 23.6 0.258  0.0  306.7 0.301  34.8  43.08  -3.9e+37   23.13  0.88   10.6   98944.2  -3.6e+33  60835.11    1.0   74.9     8.0        - 7.32551  ejected
 13 25.6 0.098  0.0   94.3 0.342   3.2  14.23  -4.3e+37   20.96  0.39   10.8   99994.0   1.5e+35  -1445.12  26.82   17.8     6.0        - 5.60005  ejected
 13 25.1 0.175  0.0  304.7 0.131 151.1   27.0  -3.8e+37   23.69  0.46   19.6   99828.2   1.2e+36   -184.57  24.54  111.9     6.0        - 5.14177  ejected
 13 23.8 0.166  0.0  273.0 0.108 113.2  23.19  -3.8e+37   23.81  0.17    0.0   99970.5   2.2e+35   -996.23    3.6  128.6     6.0        - 5.49288  ejected
 13 23.7 0.455  0.0  363.5 0.157  55.9  14.77  -3.8e+37   23.71  0.67  121.7     361.2  -6.5e+35    340.91   0.13   24.4     9.0        -     9.0        -
 13 25.9 0.295  0.0  131.3 0.358  80.1  37.74    -4e+37   22.99   0.7   17.5   99901.7   1.7e+35  -1315.95  13.23  162.6     6.0        - 5.56167  ejected
 13 24.8 0.361  0.0  324.7 0.247 155.8  15.73  -3.7e+37   24.67  0.66   67.4   99598.5   1.9e+33 -117871.5    1.0   78.8     7.0        - 6.65596  ejected
 13 26.7 0.206  0.0  822.0 0.669  93.4  24.69  -3.4e+37   26.68  0.18    0.3   99850.2   5.1e+35    -437.4 101.58   46.5     6.0        - 5.35505  ejected
 13 25.4   0.3  0.0  479.4 0.618  16.8   26.0  -3.6e+37   25.36  0.31    0.3  100004.3   2.7e+36    -81.18 132.48  120.1     5.0        - 4.98337  ejected
 13 25.1 0.328  0.0   98.5 0.015 152.8  25.15  -3.6e+37   25.08  0.32    0.6   99756.1   4.4e+35   -508.45  35.86   80.6     6.0        - 5.35189  ejected
 13 27.6 0.284  0.0   87.7 0.148 128.6  38.51  -3.7e+37   24.37  0.59   22.8   99746.7     1e+36   -213.86   3.36   94.5     6.0        - 5.20623  ejected
 13 27.1 0.182  0.0  773.8 0.611  23.0  25.78  -3.4e+37   27.13  0.18    0.1   99995.2   8.7e+35   -255.28  77.14    4.7     6.0        - 5.22149  ejected
 13 27.0 0.048  0.0  268.2 0.535 169.5  26.19  -3.4e+37   26.98  0.06    0.0   99997.0     1e+36   -212.24   8.28  114.3     6.0        - 5.17639  ejected
 13 25.5 0.004  0.0  582.2 0.695  89.8   25.7  -3.6e+37   25.54  0.01    0.0   99946.1   1.3e+34 -17509.68   1.17   84.7     6.0        - 5.97172  ejected
 13 25.7  0.06  0.0  252.1 0.431  92.5  26.47  -3.5e+37   25.73  0.06    0.0   99990.7   3.2e+35   -683.03  31.95  135.2     6.0        - 5.40834  ejected
 13 23.9 0.465  0.0  158.1 0.542  55.6  28.11  -3.8e+37   23.92  0.47    0.1   99954.2   5.1e+35   -430.62  31.32  142.9     6.0        - 5.33076  ejected
 13 28.1 0.156  0.0  562.9 0.693 135.8  23.53  -3.2e+37   28.05  0.16    0.0   99841.8   3.9e+35   -571.29  19.13   35.4     6.0        - 5.38838  ejected
 13 26.5 0.102  0.0  812.9 0.711  20.2  26.54  -3.4e+37   26.53  0.14    0.0   99863.7   4.3e+35   -515.56  83.57   15.0     6.0        - 5.40273  ejected
 13 24.0 0.048  0.0  340.5 0.445 143.4  23.21  -3.8e+37   23.96  0.05    0.0   99803.9   4.4e+35   -504.68  44.98  138.5     6.0        - 5.36899  ejected
 13 27.2 0.246  0.0  682.5 0.505  95.4  21.84  -3.4e+37   27.17  0.26    0.4   99949.1   1.1e+36   -208.86 108.24   92.1     6.0        - 5.18346  ejected
 14 25.7 0.472  0.0  293.5 0.523  30.7  14.18  -3.5e+37   25.74  0.45    0.0   99994.0   6.3e+34  -3522.72   1.93   44.9     6.0        - 5.72928  ejected
 14 26.0 0.443  0.0   51.8 0.012 135.3  14.99  -5.6e+37   16.39  0.38    8.6   99998.5   1.5e+37    -14.57  76.19   40.8     5.0        - 4.66407  ejected
 14 24.3 0.243  0.0  590.5 0.502 174.8  28.12  -3.8e+37   24.26  0.23    0.0   99956.6   4.9e+35   -455.94   9.49  126.9     6.0        -   5.339  ejected
 14 23.6 0.176  0.0  708.1 0.616   3.4  19.87  -3.9e+37   23.53  0.16    0.3  100011.5   7.8e+35   -285.28  92.71  124.1     6.0        - 5.27008  ejected
 14 24.2 0.329  0.0  378.8 0.318  50.3  29.11  -3.8e+37   24.17  0.33    0.3   99959.1   1.1e+36    -202.7  43.72   77.5     6.0        - 5.15943  ejected
 14 25.9  0.47  0.0  358.6 0.172  68.3  34.94  -3.6e+37   25.64  0.83   73.1   62005.8   2.2e+33  -99671.8    1.0   26.9     9.0        - 8.18667  ejected
 14 24.9 0.412  0.0  420.1 0.251  29.1  29.44  -3.7e+37   24.93   0.4    0.7  100000.0   5.9e+35   -375.56   82.8   80.1     6.0        - 5.31204  ejected
 14 24.6 0.233  0.0  992.4 0.702 128.2  22.88  -3.7e+37   24.64  0.24    0.1  100005.7   2.7e+36    -82.35  55.76  117.3     5.0        - 4.98337  ejected
 14 26.5 0.039  0.0  521.4 0.669  14.2  25.96  -3.4e+37   26.51  0.03    0.1   99944.9     1e+36   -215.12 100.62   66.3     6.0        - 5.19271  ejected
 14 26.1 0.023  0.0  268.3 0.379 138.4  25.05  -3.5e+37    26.1  0.05    2.4    2089.2  -1.2e+35    1795.9    0.8   22.0     9.0        -     9.0        -
 14 25.1 0.434  0.0 1115.9 0.736 111.0  15.21  -3.6e+37   25.12  0.43    0.0   99987.6     2e+35  -1121.42  20.77  176.2     6.0        - 5.50532  ejected
 14 23.9 0.154  0.0   41.7 0.286 122.1  22.92  -4.6e+37   19.75  0.16   12.2  100003.1     2e+36   -110.01  96.64  136.9     6.0        - 5.33076  ejected
 14 23.9 0.209  0.0  130.6 0.116 147.4  23.98  -4.1e+37   22.02  0.24   20.5   99996.0   5.8e+35   -381.04  55.82   83.8     6.0        -  5.3999  ejected
 14 24.7 0.323  0.0  279.9 0.057  56.9  32.36  -3.7e+37   24.72  0.32    0.3   99992.2   3.1e+36    -70.29 110.43   90.3     5.0        - 4.95661  ejected
 14 24.2 0.506  0.0  293.9 0.099 116.2  12.25  -3.8e+37   24.14  0.51    0.5   99997.0   6.6e+35   -332.94  18.36   55.6     6.0        - 5.25049  ejected
 14 25.0  0.24  0.0  139.1 0.642   5.4   27.8  -4.1e+37   21.97  0.28    3.3  100010.8   1.2e+36   -180.51  18.25   62.8     6.0        - 5.14689  ejected
 14 27.2 0.156  0.0  444.0  0.54 141.7  28.74  -3.4e+37   27.17  0.17    0.1   99990.4   2.9e+36     -77.6 143.21   43.7     5.0        -  4.9721  ejected
 14 23.4 0.363  0.0  369.8 0.219  65.5  31.75  -3.9e+37   23.42  0.37    0.3   99278.3   1.5e+36   -144.57  31.68  107.1     6.0        -  5.0899  ejected
 15 26.1 0.425  0.0  353.7  0.51 109.5  36.19  -3.5e+37   26.11  0.43    0.2  100007.9     3e+36    -73.99 132.87  106.3     5.0        - 4.96443  ejected
 15 23.6  0.39  0.0  109.9  0.46  71.0  15.03  -3.9e+37   23.61  0.37    4.5     148.9  -1.1e+36    193.04    0.3   37.3     9.0        -     9.0        -
 15 26.9 0.142  0.0  116.8 0.118  36.3  16.36  -3.9e+37    23.4  0.49   14.2   99939.8   1.9e+35  -1176.18  44.38   35.1     6.0        - 5.56069  ejected
 15 27.3 0.464  0.0  330.8 0.297 162.4   39.5  -3.3e+37   27.31  0.47    0.3   99947.7     4e+34  -5561.99   3.25  166.0     6.0        - 5.79918  ejected
 15 25.8 0.394  0.0  433.6 0.455 126.6   35.9  -3.6e+37   25.48  0.51   17.9   85772.4   5.5e+34  -4013.13   1.02   31.2     8.0        - 7.02914  ejected
 15 25.6 0.429  0.0  546.5 0.367  47.1  36.43  -3.6e+37   25.48  0.47    1.2   23659.0  -1.5e+34  14761.65   0.65   44.2     9.0        -     9.0        -
 16 24.4 0.194  0.0  249.8 0.667 111.3   28.5  -3.7e+37   24.38  0.19    0.1   99817.0   3.9e+35   -566.54  48.12   85.5     6.0        - 5.40414  ejected
 16 26.6 0.086  0.0  113.5 0.392  78.6   29.0  -4.2e+37    21.7  0.35   20.0  100005.6   3.1e+36    -72.08 111.89   28.2     5.0        - 4.98706  ejected
 16 23.8 0.122  0.0  307.5  0.48  45.3  27.08  -3.8e+37   23.81  0.14    0.1   99926.9   3.4e+35   -655.56  14.08   82.2     6.0        - 5.39562  ejected
 16 26.4 0.509  0.0  299.3 0.123  39.9  29.29  -4.1e+37   22.43  0.61    7.0  100005.1   4.2e+36     -52.8   50.2   81.8     5.0        - 4.89759  ejected
