Dir                  aB                  eB                  iB                  aC                  eC                  iC                 gB                  nB                  mB                  gC                  nC                  mC
  1  26.619252115260501 0.27281883987892014                 0.0  178.09635725076558 0.58808181383140157  150.88711869926883   265.2801166778741  218.87659160459395  204.55864327287517  26.527598470724179  244.34035099367253  116.69612484268022 
  1  26.636257874563555 0.27978304247490832                 0.0  332.56870323531348 0.11417801962946131  36.366780306456022  271.28049903959806  91.648449879885234  332.71383843811128  359.04475875627122  133.63759347366363  18.672328364310722 
  1  25.957105099086498 0.39523255140553976                 0.0  253.63348429793137 0.60247621876928503  179.57090765884467    184.107622761621   256.6516979222838  266.26965269731778  157.64781888246381  234.73691346784827  17.637018749336399 
  1  25.499148940155035 0.12024206390079874                 0.0  561.68468188054544 0.69528793139692568  54.493003227188197  137.25569532929808  3.0397720374828285  274.88580846557284  270.47112627945512  40.901434051310297  225.53862491821781 
  1  23.760034552591065 0.11290336803323443                 0.0  276.82245387835746 0.11325709197568615  97.353996579875997  4.7688816270540624  49.121296978666798  141.19385253278017  55.267071818825322  163.89698680346052  184.40427506027612 
  1   26.56691980261467 0.24180355632861306                 0.0  612.72870206470657 0.57457501141452272  86.563428635419797  51.680400232533231  31.869077634888384  177.95623974353367  249.32312903093714  239.58208176330336  186.77369289120759 
  1  25.329468851348434 0.23571459556779575                 0.0  211.50537261659946 0.11875160079811606  128.03240524301845  224.77585827854301  102.39843925837988  27.180581204833505  222.05461309638395  19.107329903496595  42.235751976561374 
  1  26.160292040952296 0.38542280872777546                 0.0  205.44599595815606 0.26624358655296937  147.76914612885636  202.67409388150614  280.18240988764461  320.59876094121381  132.86955960128898  338.44374340064508  75.398128753761995 
  1  27.502262726596108 0.12693462787436227                 0.0  478.37858353199499 0.44631172722586532  129.19080057968779  147.05808313324795  147.35001419128531  247.68936427385236  293.30411415293855  8.6551780168483283  186.92927439809731 
  1  26.349804993156337 0.19622826720398756                 0.0  378.22502255834183 0.60224604893276235  170.55023658406657  216.84761988422051  322.04347192258791  268.98228825102228  110.33991166314696  140.17546266573953  31.567296304014011 
  1  26.399241699553347 0.058391865121950715                 0.0   607.6022764307902 0.65595710268946106  103.41497447931509  182.00343893028517  134.27375784559786   154.7747622520445  181.16536328986507  259.12132500742047  44.426547680749351 
  1  23.639286044052945 0.10047878752030401                 0.0  69.050587061351749 0.21187647415084171  56.239505327304308  219.93513414742355  352.01268884855961  353.53209054584971  233.56377614245289  359.79903232566511  105.18564750042812 
  2  24.794436758902421 0.49148643791125002                 0.0  197.15326564558194 0.29091537717231908  119.20724366078763  349.32119857982343  293.94782615423361  352.48615109552077  241.69125316333648  337.57723921944574  147.06047245095567 
  2  25.616485204886246 0.17158663043369649                 0.0  130.47768113213164 0.01805910837759192  11.355520116802495  319.45524229054155  86.274488654536412  177.13226605147352  44.103603271980809  271.01623113621656   46.03880088267902 
  2  25.636974250266011 0.26369371004034886                 0.0  144.92261432059246 0.59373589474657185  41.713641425686355  105.31541896476266  305.04907272874311  71.548182003955205  8.2078031813077104  248.91391133867003  37.064792445420409 
  2  23.635539997051772 0.47279295954585659                 0.0  518.00809521921985 0.54707535760890058  13.636128927262629    210.052984614992  11.460920562961157  217.50440896101026  134.43101871128138  123.74911697742078  328.04622856706118 
  2  24.230127533121518 0.36440025401657228                 0.0  332.87720812678344 0.29506958510380077 0.0073553451667174308  199.24401905531175  208.86097085169587  311.72556968766099   82.07466119954131  51.456055523748688  294.25016494706387 
  2  23.467178467612058  0.3376765853994651                 0.0  56.788114430648321 0.10074381491358253  147.34155915211693  135.14742376836531  191.05521702238224  63.571107802028543  94.071616858633746  149.78710222998035  160.23853176807577 
  2  26.329526360408529 0.052383016331407371                 0.0  266.27702696323547 0.24932572711652859  94.776015087091096  161.65234709926744  48.196923404929152  33.795115051406896  245.90307536865691  279.19553362581468  280.15793611613304 
  2  24.812634482242526 0.25872052904915921                 0.0  242.20948668852247  0.2047563777892499  129.69792713153552  191.02641282729041  196.05309465266762  81.484759733395407  184.06223248610496  51.555579455885734  177.97158781566893 
  2  24.271448890232268 0.23353707331923587                 0.0  111.50639660208709 0.46102609070922662  82.740878112488417  204.31036186299707  304.65636648976277  101.52206335875843  228.23284829844724  142.29413742912664  3.0681821855571156 
  2  27.006260635796636 0.054707610750705973                 0.0  555.68684637332456 0.59387236254431841  127.22887283689602  53.437613407001948  169.73665451790023   186.0474744299805   12.89073884966632  97.082695481466416   196.2688598140833 
  2  27.261419477532193 0.096628756391220427                 0.0  182.15927012006287 0.43935109642820031  143.70572229486874  160.10244836855446  199.92013519944965  67.801931359483589  270.13721295753652  64.069387607182023   5.210128311125124 
  2   23.83421061139591 0.17957527899563089                 0.0  173.70461174032485 0.29308675416341862  96.487221566084926  218.10730795504224  131.82774044528725  134.46398915595509  44.500510686196336  78.685323024787294  81.201684096593965 
  2   26.98338203448154 0.26047961373277523                 0.0  238.63362700234453 0.66510582395144691  72.115937888799081  178.66231828021469  147.55247798252628  2.6120514771140968   73.02339411959305  340.27604734088516  17.710174022308038 
  2  26.739852271122366 0.23816952374790878                 0.0  452.11052449853401 0.42982379477062399  145.78447320424695  343.82285227007446  347.71838225789821  300.28725588247738  97.509991409974901  347.95521631966534  245.88714375477642 
  2  26.381339372261291 0.32512969871028741                 0.0  840.27309532657853 0.62067181772558011  112.99164064845604  49.855068818622591  268.74825296738123  124.28259038288071  267.39890053479354  102.47699906688457  183.09415625001429 
  2  24.672079808510464 0.38262433922624511                 0.0  168.26691712112074 0.62113183284243445  9.9522272635510483  344.89806062025571  341.99351823003536  40.358124033434486  340.24813815033286   199.5276949659536  301.04865918660352 
  2  26.512378231087389 0.32893765872638975                 0.0   821.1796648056478 0.74211767668507367  94.622682054053826  262.79337324855908  273.45896970787521  230.19715146364283  215.94146456100862  270.90568803474429  189.64124065750383 
  2   26.25635728592945 0.15457949814925315                 0.0  602.37624503342249 0.67189425090911603  32.323036350413005  306.31647330078528  39.158895098820523  108.41138648581354   81.54039796094149  334.77681215803557  192.36356591245084 
  2  24.862459738215836 0.13851313381067443                 0.0  262.15428303079614 0.27792236648886448  69.244658249951243   225.3607040438859  134.87955239497853  83.646225784483164  90.237874055782981  323.51780480381524     355.88230661742 
  3  24.337366838128876 0.014934627578638794                 0.0  338.73041606555256 0.33006652410259202  18.753757288602579  287.38024791893105  108.08615595529274  28.502203360066538   105.7484454113266  71.614586758775147  44.732384828251668 
  3  28.014200569674411 0.41540600419566615                 0.0  588.95384630441504 0.42953089719111859  87.196946003975171  189.05369754132869  88.192034549787294  120.14453550860321  339.07123874896388  147.77066528294358  161.60557871790184 
  3  27.092384727079427 0.065073983426145482                 0.0  287.30810594811612 0.64134333836052282  37.583439824128888  358.75488146739752  308.89520395757398  268.75360027872085  146.08351925006735  113.14091301671763  347.03954977660811 
  3  27.171644781910331 0.37729648372447383                 0.0  157.85357139983452 0.0046709058564372297  60.516619194869307  285.90496270264345  225.51951745958499  146.04646582456149  237.25742876909919  172.36913634933339  79.913504908409863 
  3  25.016547817360841 0.11972193990586501                 0.0  189.55855306206371 0.013888068647225443  74.037634838829661  34.794577383355488  246.19252735542256  62.821858340621183  332.92876657463802  10.191169080706812  148.87914260374657 
  3  26.621616394933774 0.48671986723932892                 0.0   641.3434180816347 0.48165928262815572  122.19398216317531  334.14406083595992  58.453915125145386   132.5883170196476  61.706766826157065  70.876835765528639  241.58899889304939 
  3  24.681550854044371 0.26861846387662303                 0.0  493.78963375267728 0.38271112573843286   75.49260735298067  276.27718244650919  123.68522864357912  73.339349233073577  77.637816754729471  173.59822824297282  216.83188841519225 
  3  25.516958416308917 0.26686859828604059                 0.0  366.54236904104607 0.28410203813548041  12.863696102453254  151.84404355531208   156.6670065266695  100.61561484227042  238.13315522297171  80.544924310887154  210.66085365163784 
  3  26.804285683424627 0.029795612582153776                 0.0  398.60041159544011  0.3775495888575755  38.915644287896356  244.54854664789974  152.80875367493118  178.06180276911292   120.4518527541298  307.03651985301053  53.150223780739452 
  3  27.919735648003691 0.37558642721367363                 0.0  372.33850099144354 0.36878753925423136  62.258835771299715  150.90561050168645  230.01198877294109  49.218527841248289  278.48705030662717  76.628426162789111  27.494728339847775 
  3  26.779689864534255  0.2742795147981365                 0.0  460.48776841805841 0.39299925454563811  123.33050542681347  224.98001586345993  319.31618834638533  223.97816016899679  116.28450914051471  159.67322436833473  247.62197247083557 
  3  24.823549586481942 0.034495321451186778                 0.0  208.28125684090372 0.33986641141420382  89.681331896303888   76.04014128752695  53.141915709577979  256.01902116158834  63.796668081953797   152.7117307766504  255.58233156733294 
  3  27.567504452299723  0.3802651259051778                 0.0  1061.7603443546734 0.70628670282144168  76.421994594195212  312.56367826669668  355.41801887441216  299.75242220637904  100.69066568293619  319.31389373413907  169.64270334164209 
  3  24.764933095287443 0.34015307331536671                 0.0  57.816537061149617 0.32689858176939957  11.942416776467894  208.70970237704876  326.84307576472889  231.08885301433597  317.31421169454018  215.48294199814808   197.4901943052175 
  3  24.206465308522617 0.42188198741623356                 0.0  348.38584210377746 0.081762547784600764   43.85698664482252  91.420197818546697  309.49683320722988  248.67150253903733  138.07712638785407  322.36379627249084  293.51656175024954 
  3  25.586010380201529 0.44159339936246683                 0.0  102.77186368881945 0.15780352686263246  121.86373281205924  9.5493834057193805  201.77860437168465  227.24982505883412  120.12252820810215  257.83754945195824  172.10014082577658 
  3  25.426265488398656 0.12054181576449378                 0.0  109.67929795719374 0.70873465540033398  41.404128956773803  11.145666216550079  5.6958995138668111  281.19017137179299   330.3395039151651  322.12421791077878  118.39808681672771 
  3   25.48420778523214 0.11063040667634566                 0.0  332.67326569494713 0.56756209843551597  87.370353780411179  21.888704081184223  82.915961775065298  91.297356181996122  173.41518190492647  78.662328891386181  351.38417210833995 
  3  26.019810255671786  0.3839216945399167                 0.0  248.58460542052086 0.27896364668393203  30.287446299685964  180.67846473806662  114.92625086990272  285.60953782287982  135.18345255122003   111.6760735333648  29.434288474624772 
  3  27.207924970910518  0.2697575726910737                 0.0  253.06883160165845 0.074508040717283286  86.302648928625374  199.54611805086651  142.69669688288081  85.534733023654809  252.62093512279026  36.704085385326977  156.93704817137507 
  3  27.808405364490113 0.19329426167502495                 0.0  264.10745752283032 0.33638751130582012  86.880946046251026  290.47140594637796  73.731968797596153  54.510070131138967  92.384761587638422  12.956177775279642  298.32234149475204 
  4  26.922877216031338 0.36022338332372617                 0.0  313.74047712267594 0.029803018791028285  114.64072074321638  312.89592465685593  345.80988716623892  105.85189974877797  57.988654024055826  298.97184697610714  159.71038082958387 
  4  25.147656959569275 0.25738978074320795                 0.0  297.78059012187134 0.018354879618620812  28.291444116102742  313.41540415726229   2.103362520067753   194.5768939769888  275.84364571211586  123.96682082185202  90.260929946922332 
  4  27.000034708741868 0.33135778875594896                 0.0   298.2409160930294 0.30427693918046567  53.945695395687657  35.221137476483761  326.11496535456473   66.26116325697194  177.29662392171565  96.398120077989347  10.099744274517711 
  4  27.938942305723845  0.2561995232899687                 0.0  195.13646905629071 0.21215086587977067  147.91300320866836  52.440678444770782  49.623112091421774  19.903350620775907  310.98523496662324  133.13656583426402  120.84439968111435 
  4  25.635563281890484 0.16103934964284092                 0.0  200.49205049012966 0.11517184503645264  21.602338030586715  345.57415156920081  223.90524595182816  344.69860610748805  275.24870185661302  354.52895387986325  303.92768225291263 
  4  25.175752045242927 0.42360357483073691                 0.0  280.09123885226717 0.27803363043279605  86.584294063023776  32.732791272159318  202.98885516577835  90.943566612600179  304.00594666457954  48.530146506552875  272.73805844113286 
  4  24.939855553850137 0.049574524137771164                 0.0  177.64761687864296 0.15659811673582372  144.23464289769021  126.08948523484912  143.72887045660511  220.35310781531425  63.817333526145553  140.77527459061452   313.3052523554033 
  4  28.083099703529463 0.48038851418887174                 0.0  89.693597321085932 0.33736613460446263  131.93350739183049  354.65733479320699  197.19802930991406  82.187749613301889  335.63287840670648  75.849869146442956  2.5179019894632626 
  4   24.29567184069214 0.20391847882347106                 0.0  676.14567891334957 0.58227962992094262  35.570260227347944  188.22951658282491  280.51807032319158  25.032635265803961  264.45303543096833  144.11134370145072  97.888096216075425 
  4  25.473183084140587 0.48436799773757255                 0.0  240.07472603405222 0.43517688089520229   77.28299524978965  276.87925755931116  3.1923042552915293  297.43911648800616  281.13014159177453  257.10040917943422  294.06846474124512 
  4  27.095861554667952 0.25756553642872337                 0.0  326.05914902393141 0.019819363951463026  103.98527942795583  129.09396034733376  351.35037425912719   268.1540658426199  317.41129193377731  283.17854483805553  205.47708352701454 
  4  24.893076159092836 0.45825528521086051                 0.0  287.12331608675197 0.58874202294179412  5.0246588888164867   303.9227218619385  17.250032251816677  306.84747003015468   82.59069801665369  83.988222994558598   169.6075470019745 
  4  27.052962749642923 0.27210644247505744                 0.0  64.645200770203644 0.25106981810149004  14.007692729519224  50.155501955166152  279.19604213229627  194.05682785161713  236.73704194436385  281.07590330969452  333.47636572201066 
  4  25.490694001039284 0.057464776967969818                 0.0  113.08134255252835 0.080858883359869127  136.10113990747669  216.36725756725275  278.63162155348084  307.65087962121532  316.74718075003295  323.40600640557329  13.152422786173062 
  4  24.377520710465117 0.02669566462297299                 0.0  189.90510769051949  0.1743925202450641   49.25224912895051  290.83558032199676  195.22628015511509  219.41720505404896  340.95299997012148  207.42421149609453  108.30362741869192 
  4  25.671388895498097 0.23122095250917632                 0.0  165.89631668800897 0.22188118623390285  40.362112190688613  89.535801176651006  301.45582540835716  98.097198329079049   81.32423323145494  265.68904499363117  82.625570220009649 
  4  26.342578859947981 0.38767762698576924                 0.0  563.42000993979627 0.38644105517767469  161.79810687880104  270.18972504772051  38.896632845442667  125.15361585293597   261.7258309583035  302.75014760391588   249.6092200230236 
  4  27.447180154648851 0.17829509080986433                 0.0  345.88908287602555 0.53238322800905458  6.7231305086448696  55.365507315877423  269.45970012661655  17.474119211952797  56.968180839744889  93.383829418628082  124.65876641689881 
  4  24.693833217829987 0.32750326361439241                 0.0  128.49671992292224 0.10697328892119881  98.885815360481487  229.83412293288239   319.1210469678893  248.84079153272899  226.26605920677599  102.10242068957001  117.49626892772908 
  4  25.281451611178582 0.21515907789814215                 0.0  388.59659762522369 0.38733559428869169  6.3076511384891187   11.38288662990616  134.10248122767734  243.68991988631291  192.78285039156725  276.40904502869756  74.470368975087823 
  4  27.966853426095891 0.49780435065182715                 0.0  408.11651749691333  0.1130847576568513  89.833285561192184  269.61200794416936   119.8899342151833  355.14354215073712 0.97062416328653534  332.56211224841718  24.116483824480994 
  4  24.364906796218129 0.49359319670001223                 0.0  538.36275082455177 0.67179681163056415  169.73698837837125  184.35025610149418  196.16347968822379  112.60202898856382  11.890301542937056  28.441976121954458  51.041371256307421 
  5  23.912590919286632 0.41978703510903537                 0.0  292.23794143179947 0.20417070172777069  179.12513631881478   171.3363890000029  166.40527409327913  121.01062673070965  113.03409534892178  113.69252746163218  138.99568940357489 
  5  23.584275991540977 0.13793944278645731                 0.0  291.42827609446545 0.45514047400478275  140.98061605350554  135.23282706424757   232.8397465796991  84.159977257557145  283.27214787975828  275.35737457468588  158.23592725347231 
  5  24.787611192405514 0.065927193207414844                 0.0    55.5205630554047 0.35789761456974845  85.587785327240866  55.211159249071876  293.01361651014679  215.71718520735467  118.44741760269093  262.04489537601324  96.321600132786187 
  5  23.635438609089867 0.36549627649861621                 0.0  765.57767103875153 0.60976896484181309  22.698595777296195   165.6998015441996   197.5928462062472  210.67606293441841  196.52453961232905  160.19129341517967  191.98149387198418 
  5  26.258626579144405 0.11300446578859488                 0.0   151.0967394709042 0.25793377898250519  72.581012640785517  10.685721677433389  92.558108414895116  172.44560459735749  58.604018138839024  344.57941789048294  314.94392203362156 
  5  27.247677504134288 0.23290505919432533                 0.0  297.86998715246506 0.17947032410014765  76.478989655652924  142.67162284328393  173.41213001065225  20.361137812511938  33.425109673925249   4.206233982298313  316.03690604772106 
  5   25.28977563676753 0.11220388974128856                 0.0  90.452552078832582 0.54675215251517661   50.70095502312855  197.22157928898721  66.860838276648337  156.90063103385251  302.02579205153489  286.45991300451641  43.422148209090892 
  5  27.348672159845357 0.0030053067621490736                 0.0  210.37122705231158 0.10976747454221489  158.81866835816837    236.900950394571  195.57572338838776  145.72846715351281  40.392082392648732  94.366145855616011 0.41432986774982972 
  5  25.730991373011726 0.19977649377683515                 0.0  309.27724030666445 0.013523358695501447  5.4237333456348935   282.1959760410794   342.9492094128185  314.49076158458877  354.67012135165339  114.42204243843381  97.551035207811537 
  5  25.210770063182501 0.04156917421133699                 0.0  186.66863862465581 0.12512093972453395  30.039425788705824  168.22613015267137   317.4211926534328  165.15648055896617  8.5853949354731718  180.19301627792458  131.35024304427202 
  5   25.60523019381014 0.16246339355583145                 0.0  70.928281949619091 0.27966085397322354  138.63840205741616  154.20142129084599  94.019886017654358  271.70911842507013  198.64206668555542  20.114844771822213  161.86782952777847 
  5  27.786559510504162 0.14509403007518568                 0.0   268.4154721320603 0.40980957760083891  111.51811567287906  208.87678218520944  133.89144780995497   130.0718177110968  341.85414834813986  341.02510583699194   48.26785732602827 
  5  26.594186914303847 0.12994771414947157                 0.0  79.803393470393161 0.24243438938181899  160.49494157117289  353.76273395898579  68.031453819563367  50.871983148424526 0.69715564894430315  127.00313163204547  103.34534761598057 
  5  25.339708903107788 0.28445981693436534                 0.0  194.39451013488346 0.25980686134828324  19.889532807191848  231.18475845379857  171.45824143821969  161.68442785755369  320.39189726370631  50.991016545301648  121.79618927667316 
  5  23.459653667029613 0.22894124218778436                 0.0   103.9766554095561 0.018703317268710495  92.200638270523157   229.7525933951969  50.124378617296749  227.77179365752514  82.243325228305025  26.999284350311793  131.29564077023707 
  5  26.675293874278452 0.47288582542062374                 0.0  124.63257862410846 0.50862979829373711  63.227869552753766  316.82950395982016  50.032742211619919  109.32285981856167  132.69018703457229  74.550031469022485  296.05937055942792 
  5    27.0988176533575 0.064375042885783426                 0.0  446.75488364310706 0.67820493411843197  178.42444079057029  210.13575755673509  279.42361680273666  107.66225978294304  286.83662207723921  337.40534180483343  332.13248717430048 
  5  27.327852286759391  0.4407695396226855                 0.0   404.3336320025042    0.58668146081298  116.04929667488695  225.16528083865222  327.74111612199511  44.554594863262324  204.69794032081049  223.05355527454873  272.43813764119034 
  5  26.961052054107224 0.51141946017198914                 0.0   500.2196894220786 0.52968969787315023   29.94297462343259  170.38420842514367  137.57929029026963   229.0420089675452  121.30689367791109  139.48684734355746  34.720831159346744 
  5  27.661484102789068 0.12949143125624787                 0.0   254.9341085851662 0.02355473010289727  3.4057901890080111  122.09595085555812  16.166503705309296  30.270744206777827  340.54099351289267  104.81538446710765  235.66865250165279 
  5  25.893449523376265 0.0066712131381948979                 0.0  195.77892608804672 0.32377859554518462  107.86610643642818  7.5926946318593691   26.21349780934429  83.607554394520136  187.31173284186161   141.7885718070352   350.3483385820922 
  5  24.134103884333044 0.20336433886728969                 0.0  556.30684211653011 0.57295662411798598    5.65292564759641  54.937340809079068  115.97755426400309  137.23656119242807  102.81657222204278  86.915226220307019  359.59466901318609 
  5  26.791818703780109  0.4910367349280374                 0.0  120.48898911687451   0.134760827946481  105.63319435589483  236.71031339566011  271.77015763447531  273.30808654703696  318.43785596104749   228.5378016406668  285.54763738851506 
  5  27.329564757600515 0.35947677510034459                 0.0  420.35599495162546   0.500134148736886  21.359148221633006  242.33248901301076  37.908867269997401  262.27217425827644  242.78269122741466  74.750417297443576   202.6821510445657 
  5  25.644875325306643 0.080860961304262985                 0.0  176.84501438566187 0.14570580094509863  14.667669890186906  290.86676458315651  163.85404125528333  6.0579774284455334  343.62922377707798   134.4395677831991  306.63123726161575 
  5  24.155695168060035  0.3534504442471294                 0.0  360.51819445218285 0.35896383442537805  23.803638400358121  357.72804790670591  255.59780265944335  276.16802925496438  113.43583465270687  25.966601550337828  285.85157086387494 
  5  24.308873081174841 0.03293733486380622                 0.0  333.04886332929414 0.48966909916948553  19.054424196235544  289.83655179174139  274.52983238042441  298.37328881957603   307.2798848689726  37.115231202367831  78.213072449897638 
  5  26.402897779064578 0.22367737656203721                 0.0  634.69354786575173 0.53625159339669803  130.19758506245952  255.03818778767189  188.87941271447374  10.604105022669966  162.48015935105417  319.67791119022309  192.69165208184117 
  5  26.145545282038899  0.0149182893348247                 0.0  292.97953805814132 0.38471189966255481  112.90383958538648  106.26418367718897  179.17352838301673  99.174766360961286  235.31677477278799  84.820743376585526  330.77499886334908 
  5  28.041563944069487  0.4440856266203479                 0.0  464.58438524006891 0.52336689952709137  151.83512667203442   179.3897221286787  144.08577877908635    230.326333530559  226.04183840930997  108.88617675164046  283.30529098429417 
  6   26.52510956531567 0.33678250816008226                 0.0  225.42000725160108 0.38435761077495773   101.3357732224989  18.302799250877477  95.789113835508857  202.10317726171786  67.565865220914858  253.04026673934493  292.51318545398226 
  6  25.713950469422567 0.36519993988823524                 0.0  122.35218824872726 0.033051432746082549  94.568958992987632  11.758927966156447  327.02578431129098  47.142729032513721  202.58013641555564  121.66048188907878  193.04335850040212 
  6  25.900594764574919 0.098355292732471386                 0.0   158.8704261164502 0.08135982736290806  31.775663468206965  158.07004020214575   335.1229994253606  33.827539683011587  277.74807109171337  73.563783539015063  267.93852464922583 
  6  26.406259962898098 0.26557270940507305                 0.0  334.48481558484997 0.73664511663880894  102.83116867023784  67.443790696747939  94.523790439438713  101.90704063905071  29.408240949535415  257.52816889181747  157.05682381003029 
  6  24.900058922319438 0.17475771829223605                 0.0  263.47072072252934 0.29309946616858007   132.9525096203142  340.54419709040337  298.69816434299491  182.27408160953425  151.96717245428857   21.96850923574916  3.3024239472259342 
  6    28.0195566296549 0.31301063467086615                 0.0  515.91257039834375 0.30552363769515178  123.65832789555165  342.48193312695702  80.649086576415812  1.5964360514441767  130.13451913958718  300.81273402919697  166.89561403793741 
  6  23.799107605681495 0.10929029295675961                 0.0  321.54950885877918 0.28230139619810884  68.926799905042415  354.02226481077156  352.61976844703474  11.952789411315079   341.4787282573833  320.37624745690584  203.85042290976287 
  6   27.95465692160835 0.28010266570514458                 0.0  393.58662493163985 0.54466799704688129  20.505847684351732  315.98419786041956  183.26910817865206  220.09580455338252  253.19248876330803  114.58805666129126  51.672558080696042 
  6  27.293845104044536 0.085661702931028164                 0.0  290.73231277669493 0.050208451028295381  55.491472348712648  353.06988821866071  320.58005899376025  102.48590890250971   349.5622880473627  338.85792589349046  170.52393447560632 
  6  26.940185243585397  0.4952051084313836                 0.0  567.48602794981366 0.68589606453229979  100.70477925868823   100.6412456638996  37.151684681748755  293.71090421098893  146.32790204331886  226.45708385903794  49.850556351839437 
  6  24.226589468124153   0.163379836773729                 0.0  814.74282498866398 0.69434803611906115  98.239331690897984  41.840111931654825  135.56558142438143  267.04844423985111  291.61007897380529  144.05477713263687  167.62645674154453 
  6  26.519346088201338 0.30333299148904286                 0.0  948.25646702913014 0.72487071263616842  115.81621603380482  306.72750318743977  263.56823642184156  14.477693728175304  282.36323012819338  315.29546273421437  56.707915779564338 
  6  23.582091101185192 0.35200621291059891                 0.0  491.33441861635686 0.51149602442526465  44.960329489910656     267.43175513193  278.18939268243787  298.23100819188852  254.75086167758434  26.020673593658252  149.06317021060161 
  6  25.946839712006799 0.077113265746631049                 0.0  231.11653090713054 0.51847883495692515  20.927168309337034  213.60044257842725  153.49469411599782  253.85259403830943   169.7367538574199  280.20657202019504  268.26237615963311 
  6  24.441535528624033 0.39001305046588208                 0.0  422.64389212462169 0.26600225614014672  78.115068764745288  224.62988856746972  147.40210513189226  205.60533500242505  351.95012484407437  287.51523912860358  144.21633892166307 
  6  25.924289486324223 0.32073794779034026                 0.0  101.10371344409202 0.11410800892937453  6.2364360871416231  257.28123846035464  181.40194124687019  255.82143769289357  149.46999826419199  131.86309776402408  102.23388162306412 
  6  26.776384775540485 0.14555398990625495                 0.0  168.42221518267428 0.097127736265946618   122.3053409680268  315.55606517386434   170.6213104249731  287.71255422279825  219.33214461107667  47.977175360007351  74.011497063549655 
  6  24.142451540335145 0.34810031791272711                 0.0  198.49285037721893 0.24268877765708438  15.148892096380344  117.41096029878976   145.9220656931158  143.81656857989674  48.676518725502532  158.12633132878091  149.21435300667304 
  6  27.087694523929255 0.49761422365805508                 0.0  98.463083485949952 0.31318794285575924  118.45436920797806  260.18813920498042  204.51297269054666  186.73583153477287  73.997343901383374  126.80561093409291  176.20839416952711 
  6  26.240840654871725 0.24263098923281559                 0.0  33.910522509654349 0.012470583759338461  3.7162781357604069  169.07682500232508    61.2698307570503  196.44280110334381  75.098236532010034  89.735438957483268  295.56344508557066 
  6  23.620679883574557 0.42747107109269405                 0.0  206.04021497315603 0.058598141739621301  108.52247419480462  31.744366997969223  302.28748717960809  134.21344118816711  14.676660295443185  139.69469940023583  147.33001826649564 
