Dir   aB    eB   iB     aC    eC    iC    rBf       EBf     aBf   eBf    iBf       rCf       ECf       aCf    eCf    iCf   logtB    destB   logtC    destC      dEAB     dEpsC
  4 24.9 0.457  0.0  278.8 0.056 125.9  25.64  -6.7e+07   13.49  0.91  111.7   86657.4 -1.64e+04   58400.9   0.62  137.4     9.0        -     9.0        - -9.01e+06  6.42e+06
  4 25.9 0.086  0.0  538.6 0.618 119.2  24.24 -4.21e+06   25.92  0.07    1.2   99777.9  3.22e+04   -5087.5   1.06  106.6     7.0        - 6.31262  ejected -1.87e+03 -3.52e+05
  4 26.0 0.157  0.0   64.9 0.496  32.1   30.0 -4.39e+06   24.84   0.3    3.4   99909.6  2.34e+04  -6983.02   1.92   39.4     7.0        - 6.32065  ejected -1.89e+05 -5.13e+05
  4 24.9  0.15  0.0  238.1 0.222  17.7  20.46  -5.9e+06   18.51  0.41   58.2   99726.1  3.77e+04  -4341.82   1.09   51.0     7.0        - 6.27755  ejected -1.51e+06  9.86e+05
  4 23.6  0.02  0.0  169.4 0.578  30.5  34.25 -4.63e+06   23.55   0.6    1.0   99991.8  1.74e+05   -941.63  10.05  165.1     7.0        - 6.00438  ejected -1.74e+03 -9.02e+05
  4 27.1 0.027  0.0  297.4 0.521 110.1    nan  1.05e+06 -104.42 326.4   79.9       nan       nan       nan    nan    nan 6.84711  ejected 6.89755  ejected  5.07e+06       nan
  4 24.3 0.411  0.0  432.0 0.406  68.9  22.04 -4.48e+06   24.35  0.58    4.7   99822.7  1.19e+06   -137.97   57.2  132.6     6.0        - 5.45413  ejected       626 -1.54e+06
  4 26.0 0.315  0.0  264.0 0.051  63.9  13.35 -4.19e+06   26.03  0.61    6.6   99979.4  3.89e+04  -4204.18   1.93   88.1     7.0        - 6.25056  ejected  1.07e+03 -4.92e+05
  4 24.2 0.026  0.0  253.1 0.523 166.5    nan  7.27e+05 -150.09 505.12  126.5       nan       nan       nan    nan    nan 6.47744  ejected     7.0        -  5.23e+06       nan
  4 24.1  0.36  0.0  327.4 0.526  55.1   8.14 -4.53e+06   24.09  0.82   12.1   99321.6  3.01e+05   -544.65  12.69   24.6     7.0        -  6.0019  ejected -7.41e+03  -1.1e+06
  4 27.6 0.421  0.0  297.3 0.265   6.9 100000.0  3.91e+05 -278.92 303.62   47.3   49995.9   6.5e+05   -251.76  195.2  131.4 6.33446  ejected 6.33451  ejected  4.35e+06   8.4e+05
  4 26.5 0.206  0.0  599.0 0.526   4.8  28.13 -4.11e+06   26.53  0.21    0.7   99324.4  8.02e+04  -2042.39   2.47   26.3     7.0        - 6.14867  ejected      -438 -4.53e+05
  4 28.0 0.388  0.0  463.0 0.167 176.4   22.7  -3.9e+06   28.01  0.66    0.7   99980.7  4.02e+05    -407.4   8.82    5.0     6.0        - 5.66304  ejected  2.43e+03 -1.39e+06
  4 25.7  0.17  0.0  472.3 0.423  39.4  26.98 -5.17e+06    21.1  0.33   29.9   99520.6  4.07e+04  -4018.57   6.66   20.2     7.0        - 6.17544  ejected -9.21e+05  -4.9e+05
  4 25.6 0.387  0.0  154.9 0.128  35.2  21.45 -7.31e+06   14.93  0.55   14.2   99522.0  2.11e+05   -776.76   5.67  142.3     7.0        - 6.03887  ejected -3.04e+06  1.67e+06
  4 25.3 0.112  0.0   40.0  0.08 130.7 99925.13  2.14e+06  -50.96 1830.73   67.4   49972.6  4.87e+06     -33.6 1409.93  108.0 5.93118  ejected 5.93118  ejected  6.45e+06  7.67e+06
  4 26.4 0.135  0.0  263.9 0.317 176.9  24.41 -4.14e+06   26.34  0.61    0.3   99018.6  1.57e+05  -1040.96  22.42    1.2     7.0        - 6.04855  ejected      -950 -1.18e+06
  4 25.3 0.065  0.0  237.1 0.044 178.2    nan  5.69e+05 -191.66 301.23  176.7       nan       nan       nan    nan    nan 6.32534  ejected     7.0        -  4.88e+06       nan
  4 23.9 0.179  0.0  248.6 0.448 144.0  28.73 -4.57e+06   23.87  0.48    2.9  100005.7  2.92e+05   -561.18  20.16   98.6     6.0        - 5.72839  ejected      -423 -1.44e+06
  4 27.7 0.398  0.0  604.7 0.541  53.1  39.37 -3.92e+06   27.85  0.41    2.0   99958.1  1.33e+04 -12342.31   1.01   40.4     7.0        - 6.41014  ejected  2.14e+04 -2.76e+05
  4 23.5 0.311  0.0  321.1 0.061 166.1  28.11 -4.65e+06   23.48  0.35   14.7     459.0 -4.14e+05    395.81   0.17   10.7     9.0        -     9.0        -  5.65e+03       246
  4 25.6  0.39  0.0 1042.1 0.701 126.9  49.01 -4.26e+06   25.62  0.91    7.5   99972.7  3.93e+05   -416.49  80.38  165.6     6.0        - 5.73654  ejected  1.13e+03 -2.09e+06
  4 23.8 0.285  0.0  183.7 0.336   5.5   8.03 -4.59e+06   23.78  0.73    0.4   99665.5  2.31e+05   -709.81  22.74  178.6     7.0        - 6.00107  ejected -3.53e+03 -1.34e+06
  4 25.5 0.357  0.0  215.1 0.477 174.5  37.08 -4.28e+06    25.5   0.6    8.7    1379.6 -1.97e+05    831.18   0.78    4.0     9.0        -     9.0        - -1.27e+03 -1.67e+04
  4 24.3 0.415  0.0  756.3 0.567  52.1  25.83 -4.49e+06   24.31  0.52    7.1   99392.7  1.55e+05  -1054.89   4.01   28.4     7.0        - 6.07744  ejected  3.08e+03 -4.86e+05
  4 25.1 0.516  0.0  382.8 0.102  34.1  15.05 -4.57e+06   23.88  0.71   37.6    9542.4 -2.68e+04   6102.01   0.87    5.2     9.0        -     9.0        - -2.15e+05 -3.15e+05
  4 24.7 0.329  0.0  281.5 0.013  59.1  43.73 -4.42e+06   24.71  0.77   13.3   99704.6  5.73e+04  -2856.65   7.91   45.8     7.0        - 6.27052  ejected       663  -1.6e+06
  4 25.4 0.104  0.0  746.8 0.701  69.9  32.06  -4.3e+06    25.4  0.65    1.2   99761.9  1.41e+04 -11572.76    2.6  167.8     7.0        - 6.41107  ejected -1.53e+03 -9.77e+05
  4 25.8  0.45  0.0  625.4 0.434  93.6  23.53 -4.35e+06   25.12  0.63   75.0   96609.4 -2.12e+03  77292.15    1.0   38.3     9.0        - 8.24632  ejected -1.11e+05      -805
  4 25.1 0.091  0.0  263.7 0.486 118.3  32.65 -6.22e+06   17.56  0.96   76.1   98310.8      -212 770675.59    1.0   50.5     9.0        - 8.18213  ejected -1.87e+06   1.4e+06
  4 24.4 0.045  0.0  247.1 0.513  58.4    nan       inf    -0.0   nan    nan       nan       nan       nan    nan    nan 5.43882  ejected 5.44654  ejected       inf       nan
  4 24.5 0.382  0.0  326.1 0.247  14.2   34.3 -4.45e+06   24.54  0.47    0.7   22687.2 -8.59e+03  19062.28   0.69  133.5     9.0        -     9.0        -  3.56e+03  -1.2e+06
  4 25.6  0.47  0.0  338.7 0.307 163.4  44.48 -4.26e+06   25.62  0.75    1.7   99641.2  6.59e+04  -2483.08   15.0    5.9     7.0        - 6.10219  ejected  1.84e+03 -1.38e+06
  4 24.4 0.191  0.0  120.5 0.149 173.2  26.31 -4.49e+06   24.31  0.47    0.2   99926.8  5.22e+05   -313.59  27.07    5.3     6.0        - 5.61444  ejected -8.14e+03 -1.46e+06
  4 25.9 0.131  0.0  119.6 0.043  42.1  17.42 -4.23e+06   25.78  0.33    4.6   99389.0  5.62e+04  -2915.57   1.39   89.2     7.0        - 6.18996  ejected -1.36e+04 -4.96e+05
  4 26.6 0.032  0.0  222.9 0.311  27.8 98998.92  2.06e+06  -53.06 1831.48   69.3   49493.7  4.21e+06    -38.86 1260.45  110.4  6.0605  ejected  6.0605  ejected  6.15e+06  4.18e+06
  4 26.3 0.176  0.0   92.5 0.145 178.3 99566.22  3.14e+06  -34.76 1947.45   80.6   49777.3  6.03e+06    -27.16 1367.59  101.3 6.37097  ejected 6.37097  ejected   7.3e+06  8.51e+06
  4 25.9 0.411  0.0  305.1 0.171  46.4  42.44 -4.33e+06    25.2  0.75    1.6   99896.9  7.85e+05   -208.44 114.14    1.9     6.0        - 5.54606  ejected -1.11e+05 -1.41e+06
  4 25.3 0.277  0.0  182.7  0.09  65.3    nan   1.6e+06   -68.3 475.87  133.5       nan       nan       nan    nan    nan 6.95694  ejected     7.0        -  5.91e+06       nan
  4 26.0 0.102  0.0  347.4 0.508 115.0  20.76  -4.2e+06   25.97  0.38    5.2   99747.7  1.44e+05  -1137.68   5.87  133.3     7.0        - 6.10116  ejected      -279 -5.96e+05
  4 25.2 0.129  0.0  541.4 0.614  15.1  35.41 -4.34e+06   25.17  0.43    4.8   99548.1  6.18e+04  -2648.44   6.93  166.6     7.0        - 6.20579  ejected  2.63e+03  -8.1e+05
  4 23.8 0.285  0.0  417.0 0.625 150.1  30.77 -4.58e+06   23.81  0.34    5.8  100003.9  9.79e+04  -1672.62   3.46   78.1     7.0        - 6.12712  ejected -1.74e+03 -4.65e+05
  4 26.1 0.311  0.0  462.4 0.314 121.4  24.72 -4.17e+06   26.19  0.06    2.5   99760.2  1.47e+05  -1114.92   4.32   56.9     7.0        - 6.07992  ejected   2.5e+04 -5.58e+05
  4 25.0 0.106  0.0  542.6 0.574 130.8   33.6 -4.36e+06   25.03   0.4    1.6   99788.1  4.25e+04  -3854.51   1.65   40.6     7.0        - 6.26332  ejected  1.16e+03 -2.38e+05
  4 25.6 0.501  0.0  629.4 0.624 134.8   9.24 -4.27e+06   25.56  0.78    0.6   99874.1  6.11e+05    -268.0  14.04   27.0     6.0        - 5.58516  ejected -1.22e+03 -1.74e+06
  4 24.4 0.258  0.0  420.5 0.333  25.2  22.94 -4.47e+06   24.39  0.27   37.8    1790.6  -3.9e+04   4201.34   0.81  159.2     9.0        -     9.0        -  2.41e+03  -1.1e+05
  4 26.4 0.239  0.0  277.6 0.077   9.8    5.7 -6.06e+06    18.0  0.78    6.9   99967.2   1.3e+05  -1260.83  12.38   14.8     6.0        - 5.99495  ejected -1.93e+06   3.8e+05
  4 23.8 0.389  0.0  144.3 0.296  61.7  28.15 -5.54e+06    19.7  0.57  101.1   98688.8       433 -378536.75    1.0   52.5     8.0        - 7.93988  ejected -9.51e+05  7.32e+05
  4 24.0 0.151  0.0  264.8 0.479  31.4  32.99 -3.92e+06   27.81  0.49   14.3    7354.5 -2.06e+04    7966.9   0.16  127.5     9.0        -     9.0        -  6.15e+05 -1.52e+06
  4 27.1 0.423  0.0  283.1 0.196  18.8  36.95 -4.03e+06   27.09  0.73    5.9   99879.9  2.93e+05    -558.4  18.01   39.7     6.0        - 5.72661  ejected -1.59e+03 -1.45e+06
  4 23.8 0.038  0.0   54.8 0.187 137.8  15.97 -7.84e+06   13.93   0.9   81.7    9071.9 -2.61e+04   6267.73   0.98   61.3     9.0        -     9.0        - -5.85e+06   3.6e+06
  4 26.7 0.122  0.0  408.6 0.332  91.9  31.31 -4.09e+06   26.72  0.24    6.9   99970.1 -1.59e+03 103201.03   0.99  125.9     7.0        - 6.68952  ejected -1.62e+03 -5.43e+05
  4 28.0 0.033  0.0  144.7 0.661  12.9   36.1 -4.26e+06   25.61  0.41   30.4   99881.7  1.85e+03 -88279.93    1.0   25.0     7.0        -  6.8025  ejected -3.68e+05   2.6e+05
  4 25.2  0.09  0.0  296.2 0.079 109.2  18.67 -4.33e+06   25.23  0.35    2.5  100010.2   1.3e+05  -1263.99  12.83  144.8     7.0        - 6.10724  ejected  3.65e+03  -1.1e+06
  4 24.6 0.082  0.0   52.4 0.303  57.7  27.29 -7.08e+06   23.13  0.27   50.6      16.4 -8.21e+06     19.95   0.83   47.7     4.0        - 3.35529   Center  1.98e+06 -1.43e+06
  5 27.4 0.091  0.0  323.8 0.455  16.0  18.91 -3.98e+06    27.4  0.34    6.7   99116.9  1.25e+05  -1312.54   5.04   58.5     7.0        - 6.10668  ejected       868  -5.2e+05
  5 25.7 0.328  0.0  224.8 0.088 107.4  25.19 -4.24e+06   25.73  0.05    3.3   99504.9  5.15e+04  -3179.68   1.41  117.3     7.0        - 6.24975  ejected  1.56e+03 -3.25e+05
  5 25.9 0.112  0.0  554.7 0.555  69.1  25.52 -4.21e+06   25.93  0.14    0.5   99675.7  5.12e+04  -3197.44   1.36   75.3     7.0        - 6.23678  ejected      -893 -2.47e+05
  5 23.8 0.386  0.0  373.4 0.376  84.9  43.57 -4.11e+07   22.01  0.99   29.5     676.3 -2.62e+06    366.29   0.85  101.8     9.0        -     9.0        -  1.19e+07  8.31e+05
  5 28.1 0.344  0.0  403.3 0.717 100.7  48.05 -3.89e+06   28.09  0.77    7.8   99150.1  1.64e+05  -1000.67   4.68   65.6     7.0        - 6.08893  ejected  3.37e+03 -6.65e+05
  5 26.1 0.258  0.0  492.6 0.705  56.8  39.04 -4.18e+06   26.09  0.72    2.2   99672.3  8.08e+04  -2026.31   5.97  174.2     7.0        - 6.21855  ejected       509 -1.14e+06
  5 24.5 0.328  0.0   65.3 0.126   7.7    nan  4.35e+05 -250.75 75.05   45.4       nan       nan       nan    nan    nan 5.62837  ejected     6.0        -  4.89e+06       nan
  5 23.8 0.194  0.0  596.2 0.738  68.4  31.86 -4.58e+06   23.84   0.5    4.7   99705.4  1.05e+05  -1554.46   6.93   37.3     7.0        -  6.1532  ejected  1.79e+03  -7.6e+05
  5 27.7 0.021  0.0  106.4 0.356  50.8 100000.0       inf    -0.0   nan    nan   75350.1       inf      -0.0    nan    nan 4.56297  ejected 4.27955  ejected       inf       inf
  5 25.8 0.448  0.0  322.7 0.016  86.6    nan -3.92e+06   27.87  0.35   49.4       nan       nan       nan    nan    nan 8.64615  ejected 8.64646  ejected  3.09e+05       nan
  5 27.7 0.131  0.0  454.3 0.704 144.2   36.3 -3.94e+06   27.68  0.51    2.2   99911.4  4.14e+05   -395.33  48.08   24.3     6.0        - 5.66818  ejected -1.87e+03 -1.49e+06
  5 26.1 0.112  0.0  318.5 0.276 105.1  23.48 -4.18e+06   26.14  0.48   77.7     267.2 -5.71e+05    286.62   0.51   61.0     9.0        -     9.0        -  3.29e+03       550
  5 23.8 0.235  0.0  181.2 0.328  56.3    nan       inf    -0.0   nan    nan       nan       nan       nan    nan    nan 4.01173  ejected 4.20475  ejected       inf       nan
  5 24.1 0.343  0.0  198.3 0.575 158.5  39.18 -4.51e+07   20.04  0.96   53.4    7837.6 -2.34e+05   4098.76   0.91   16.9     9.0        -     9.0        -  5.79e+07  4.83e+06
  5 23.9 0.428  0.0   97.8 0.101   9.7    nan  4.31e+05 -253.41 127.08  137.4       nan       nan       nan    nan    nan 5.68101  ejected     6.0        -     5e+06       nan
  5 24.7 0.016  0.0   54.3 0.294 161.4 100000.0  2.63e+06  -41.57 1738.22   89.5   50000.0  1.63e+06   -100.17 499.55   93.9 5.53022  ejected 5.53022  ejected  7.04e+06  2.89e+06
  5 28.1 0.356  0.0  741.4 0.527 143.8  28.63 -3.89e+06   28.09  0.35   70.0    3991.4 -5.26e+04   3110.05   0.84  127.2     9.0        -     9.0        -      -194 -1.07e+05
  5 26.8 0.382  0.0  394.1 0.646 131.6  28.66 -4.07e+06   26.84  0.07    2.4   99370.7  7.55e+04  -2169.12   2.21    7.8     7.0        - 6.15769  ejected      -234  -5.3e+05
  5 28.0 0.439  0.0   55.7 0.197 104.5    nan       inf    -0.0   nan    nan       nan       nan       nan    nan    nan 4.14092  ejected 4.33791  ejected       inf       nan
  5 26.5 0.319  0.0  143.2 0.299 117.5    nan  8.19e+04 -1332.4 74.11   88.8       nan       nan       nan    nan    nan 6.24383  ejected     7.0        -   4.2e+06       nan
  5 26.1  0.46  0.0  162.9 0.351  13.0  27.16 -6.86e+06   15.91   0.9  110.6   99708.8  2.42e+04  -6760.59   1.24   28.5     7.0        - 6.35714  ejected -2.68e+06  1.68e+06
  5 25.5 0.232  0.0  313.0 0.708  96.6  60.85  -1.4e+06  117.05  0.79  111.7      17.7 -1.48e+07     11.03   0.63   69.1     6.0        - 5.19917   AlCenB  7.48e+06 -1.45e+07
  5 27.5 0.086  0.0  139.8  0.62 159.8  39.89 -5.27e+06   20.72  0.94  130.4   99773.1  5.93e+04  -2762.68   4.21   33.6     7.0        - 6.24383  ejected  -1.3e+06  3.36e+05
  5 24.0 0.234  0.0  305.9 0.607 145.3    nan       inf    -0.0   nan    nan       nan       nan       nan    nan    nan 5.26235  ejected 5.30502  ejected       inf       nan
  5 26.3 0.008  0.0  192.6 0.389  27.7 99787.18  2.02e+05 -540.61 34.15   79.4   49883.5   1.1e+06    -149.0  38.21  102.5 6.32099  ejected 6.32099  ejected  4.36e+06  3.08e+06
  5 27.9 0.042  0.0  340.1  0.55  74.6  29.86 -5.29e+06   20.65  0.52    9.6   18747.9 -7.52e+03  21777.39   0.64  122.0     9.0        -     9.0        - -1.38e+06   6.5e+05
  5 27.4 0.323  0.0   86.0 0.307 100.1 87653.35       inf    -0.0   nan    nan   73966.5      -nan       nan    nan    nan     4.0        - 3.87914  ejected       inf      -nan
  5 26.5 0.385  0.0  360.3 0.148 113.7  34.07 -4.13e+06   26.46  0.31    0.9   99878.6  3.63e+04  -4504.02   1.57  126.7     7.0        -  6.2558  ejected  1.12e+03 -5.63e+05
  5 26.9   0.5  0.0  751.8 0.501   6.4  41.01 -4.06e+06   26.87  0.55    5.8   99963.6  3.14e+04  -5206.12   1.64  136.3     7.0        - 6.28123  ejected      -243 -4.86e+05
  5 28.0 0.506  0.0  200.3 0.112 104.6    nan  4.61e+06  -23.69   2.6   25.3       nan       nan       nan    nan    nan 7.62911  ejected 7.63037  ejected   8.5e+06       nan
  5 25.7 0.504  0.0  145.6 0.334 118.3  40.98 -4.26e+06   25.65   0.6   14.8   99953.9 -1.44e+03 113395.38   0.99   39.9     7.0        - 6.69236  ejected -6.53e+03 -2.77e+05
  5 26.0 0.502  0.0   90.2 0.256 120.7  66.09 -3.17e+06   34.41  0.96   64.3   99905.9  5.12e+05    -319.6  38.54  153.5     6.0        - 5.88801  ejected  1.02e+06 -1.85e+06
  5 26.9 0.431  0.0  522.0 0.311 143.9    nan       inf    -0.0   nan    nan       nan       nan       nan    nan    nan 5.57453  ejected 5.59524  ejected       inf       nan
  5 27.6 0.488  0.0   58.7 0.139 172.8    nan  7.08e+05 -154.23 565.03  153.8       nan       nan       nan    nan    nan 6.30041  ejected     7.0        -  4.66e+06       nan
  5 26.7 0.369  0.0  315.1 0.327  31.2  23.65  -4.1e+06   26.65  0.17    1.1   99755.2  5.98e+04  -2736.32   1.16   75.0     7.0        - 6.22099  ejected  2.03e+03 -3.03e+05
  5 26.8 0.339  0.0  471.3 0.317 152.4  19.16 -4.06e+06   26.92  0.31  109.5     474.7 -1.01e+05   1622.22   0.91  112.9     9.0        -     9.0        -  1.24e+04 -8.24e+04
  5 26.8 0.115  0.0  342.6 0.344 144.3  34.12 -4.07e+06   26.82  0.56    0.8   99883.6  8.39e+03 -19516.07   1.62  114.1     7.0        - 6.43994  ejected  2.36e+03 -1.11e+06
  5 25.6 0.385  0.0  324.3 0.314 124.6  15.28  -5.1e+06   21.42  0.75   35.8    3423.0 -3.34e+04   4902.96   0.62   65.7     9.0        -     9.0        - -8.33e+05  3.75e+05
  5 25.6 0.385  0.0  324.3 0.314 124.6  15.28  -5.1e+06   21.42  0.75   35.8    3423.0 -3.34e+04   4902.96   0.62   65.7     9.0        -     9.0        - -8.33e+05  3.75e+05
  5 27.1 0.324  0.0  839.2 0.616  55.3  29.75 -4.03e+06   27.11  0.26    5.0   99339.2  8.29e+04  -1975.16   1.86   84.5     7.0        - 6.14545  ejected -1.08e+03 -4.59e+05
  5 24.4 0.036  0.0  620.0 0.717  69.4   23.5 -4.48e+06   24.35  0.34    1.4   99978.9  1.29e+03 -126950.58   1.01  110.5     7.0        - 6.58563  ejected      -707 -2.39e+05
  5 23.9  0.03  0.0  269.8 0.475 146.5  10.68 -4.58e+06   23.84  0.61    2.5   99687.6  1.28e+05  -1274.67  15.16   81.1     7.0        - 6.06931  ejected -4.52e+03 -1.05e+06
  5 27.6 0.044  0.0   95.6 0.275 100.9  14.76 -6.03e+06    18.1  0.52  131.0    2543.1 -3.86e+04    4239.7    0.4   61.5     9.0        -     9.0        - -2.08e+06  1.35e+06
  5 23.6 0.371  0.0 1033.5 0.698 171.9  31.15 -4.62e+06   23.62  0.32    0.9   99748.6  3.08e+04  -5322.31   1.09   63.4     7.0        - 6.33545  ejected       933 -8.36e+05
  5 24.3 0.219  0.0  289.5 0.154   7.9  19.18 -4.25e+06    25.7  0.41  118.6    1344.9 -2.06e+05    796.43   0.74  109.9     9.0        -     9.0        -  2.49e+05  1.99e+05
  5 24.1 0.258  0.0   77.3 0.032  43.2  29.93 -4.87e+06    22.4  0.35   27.4   96385.6  4.28e+04  -3824.51   1.04   35.5     9.0        - 8.16452  ejected  -3.4e+05  7.37e+04
  5 27.1 0.422  0.0   84.6 0.396  65.0  35.14 -5.21e+06   20.96  0.77   56.1   99894.8 -3.13e+03  52272.09   0.98   52.7     8.0        - 7.60563  ejected -1.18e+06  8.22e+05
  5 24.9 0.363  0.0  316.0  0.31  17.1  26.65 -7.11e+06   15.34  0.75   11.0   99774.4  1.08e+06   -151.18  68.38  145.4     6.0        - 5.66175  ejected -2.73e+06  1.05e+06
  5 24.5 0.193  0.0  577.0 0.618   3.8  19.24 -4.46e+06   24.47  0.35   10.1     317.5 -2.16e+05     758.1   0.61  174.0     9.0        -     9.0        - -1.81e+03 -6.81e+03
  5 27.9 0.289  0.0  278.3 0.022 168.8  49.93 -3.91e+06   27.92   0.8    2.3   99769.0  4.49e+04  -3650.07   1.61   35.2     7.0        - 6.30396  ejected  3.23e+03 -1.06e+06
  5 26.0 0.322  0.0  218.8 0.247  70.2    nan  3.05e+05 -357.92 261.76   91.8       nan       nan       nan    nan    nan 6.68794  ejected  6.7349  ejected   4.5e+06       nan
  5 24.5 0.481  0.0  342.6 0.052   1.5  16.58 -4.45e+06   24.51  0.33    0.4   99495.2  1.58e+05  -1038.61   4.25  176.7     7.0        - 6.07345  ejected -5.51e+03 -5.41e+05
  5 27.1 0.083  0.0   72.8 0.295 137.3    nan  3.58e+06  -30.47 2621.59   75.6       nan       nan       nan    nan    nan 6.13215  ejected     7.0        -  7.61e+06       nan
  5 24.4 0.279  0.0  230.9 0.107  23.3  13.21 -5.26e+06   20.75  0.94  119.5   11133.9 -2.76e+04    5926.8   0.92   27.1     9.0        -     9.0        - -4.79e+06  1.32e+06
  6 25.9 0.118  0.0  262.5 0.221 100.5    nan  3.19e+06  -34.25 158.18  112.6       nan       nan       nan    nan    nan 5.37605  ejected     6.0        -   7.4e+06       nan
  6 26.7 0.482  0.0  125.8  0.51 117.1    nan  3.91e+07   -2.79 1808.95  118.3       nan       nan       nan    nan    nan 5.03647  ejected 5.25909  ejected  4.32e+07       nan
  6 26.0 0.162  0.0  238.8 0.218 165.1   43.4  -4.2e+06   25.99  0.74    0.3   99969.9  2.84e+05   -575.97   8.71    3.3     6.0        - 5.98188  ejected  2.11e+03  -8.7e+05
  6 25.7  0.27  0.0   38.6 0.047 104.1    nan  4.32e+05 -252.59 345.81  129.0       nan       nan       nan    nan    nan 6.47525  ejected     7.0        -  4.68e+06       nan
  6 26.1 0.156  0.0  235.7  0.37  51.9  24.55  -6.9e+07   13.12  0.87  122.3     564.6 -3.32e+06    289.09   0.95   51.1     9.0        -     9.0        - -1.11e+07  4.36e+06
  6 24.9 0.299  0.0  109.3 0.404   4.6 100000.0  4.71e+05 -231.62 98.58   84.1   50000.0   7.5e+04  -2181.79  23.51   95.8 6.02123  ejected 6.02123  ejected  4.85e+06  2.37e+06
  6 26.7 0.475  0.0  473.8 0.346 153.8  12.36  -4.1e+06   26.62  0.59    0.9   99860.5  3.26e+04   -5022.8   2.04   42.1     7.0        - 6.12792  ejected -1.98e+03 -1.28e+06
  6 24.9 0.179  0.0  623.5 0.682 145.6   35.8 -4.39e+06   24.88  0.44   45.3    1110.4 -1.47e+05   1113.22   0.69   30.3     9.0        -     9.0        -       386 -2.42e+04
  6 24.5 0.098  0.0  916.8  0.73 159.1  30.72 -4.46e+06   24.47  0.67    1.7   99867.1  1.09e+05  -1508.88   3.03  157.2     7.0        - 6.16483  ejected      -337 -9.59e+05
  6 26.9 0.014  0.0   59.2 0.364  54.8    nan  3.76e+05 -290.22 248.23  100.8       nan       nan       nan    nan    nan 6.07032  ejected     7.0        -  4.44e+06       nan
  6 25.4  0.25  0.0  292.8  0.06 138.1 99629.61  1.16e+07   -9.42 1955.72   59.9   76837.4  2.74e+07     -5.99 430.41   25.1 5.21357  ejected 5.06503  ejected  1.59e+07  2.77e+07
  6 27.1 0.441  0.0  752.5 0.682  97.4  39.47 -4.03e+06   27.05  0.46   27.7    1066.3 -3.08e+04   5310.17   0.81   37.5     9.0        -     9.0        -      -496 -2.02e+05
  6 26.8 0.153  0.0  100.7 0.551 125.5    nan  8.49e+05 -128.49 394.5   65.4       nan       nan       nan    nan    nan 6.47478  ejected     7.0        -  4.92e+06       nan
  6 27.0  0.37  0.0  463.6 0.357  51.1   32.6 -4.04e+06   27.03   0.7    0.9  100004.6  3.07e+05   -533.67  57.57  175.4     6.0        - 5.76277  ejected       729 -1.72e+06
  6 24.6 0.437  0.0  825.5 0.653 153.3  17.04 -4.45e+06   24.55  0.47    2.7   99840.6  4.79e+03 -34157.76   1.03  145.1     7.0        - 6.49926  ejected -2.94e+03 -4.37e+05
  6 27.9 0.215  0.0  189.8 0.427  14.6  14.19 -6.34e+06   17.23   0.4    6.4    5808.9 -2.29e+04    7138.7    0.2  128.7     9.0        -     9.0        - -7.16e+06  1.15e+06
  6 26.5 0.254  0.0  301.9 0.626  17.1   22.6 -4.11e+06   26.53  0.36   48.3     811.5 -3.04e+05    538.33   0.51  151.2     9.0        -     9.0        -  2.46e+03 -2.41e+03
  6 26.7 0.242  0.0  248.5 0.058  87.3  38.62 -4.09e+06   26.68   0.8   39.6   10169.1 -2.57e+04   6382.72   0.61   80.3     9.0        -     9.0        - -3.98e+03  -1.4e+05
  6 24.3 0.367  0.0  165.5 0.252  31.4    nan       inf    -0.0   nan    nan       nan       nan       nan    nan    nan 4.04513  ejected 4.18965  ejected       inf       nan
  6 25.6 0.063  0.0  822.6 0.726   3.1  27.57 -4.27e+06   25.55  0.12    0.1   99469.7   3.2e+04  -5119.58   1.16  175.7     7.0        - 6.30308  ejected  2.29e+03 -2.01e+05
  6 27.0 0.349  0.0  177.4 0.501  41.2    nan       inf    -0.0   nan    nan       nan       nan       nan    nan    nan 4.88383  ejected     5.0        -       inf       nan
  6 23.7 0.199  0.0  305.4 0.222  77.6  30.34 -4.61e+06   23.69  0.51    1.3   99648.0  1.99e+04  -8215.05   1.19   82.0     7.0        -  6.3834  ejected       799 -3.82e+05
  6 23.7 0.403  0.0  668.1 0.593  22.6  19.38  -4.6e+06   23.71   0.4   47.4    1435.7 -1.65e+05    992.53   0.63  137.9     9.0        -     9.0        -      -167 -8.49e+03
  6 23.7 0.403  0.0  668.1 0.593  22.6  19.38  -4.6e+06   23.71   0.4   47.4    1435.7 -1.65e+05    992.53   0.63  137.9     9.0        -     9.0        -      -167 -8.49e+03
  6 25.9   0.3  0.0  357.1 0.358  67.8    nan  6.63e+06  -16.45 602.38   61.1       nan       nan       nan    nan    nan 6.18927  ejected     7.0        -  1.08e+07       nan
  6 24.2  0.21  0.0  682.2   0.6  75.7   19.1 -4.51e+06   24.22  0.31    2.4   99469.2  1.45e+05  -1132.73   4.28  167.9     7.0        - 6.08455  ejected -2.05e+03 -4.91e+05
  6 27.3  0.29  0.0  103.3 0.551  77.4   32.8 -4.02e+06   27.14  0.28   21.5     147.2 -3.84e+05    426.72   0.68   59.2     9.0        -     9.0        - -2.27e+04  2.24e+04
  6 27.5 0.422  0.0  206.3 0.417  55.5    nan  1.07e+05 -1021.87 85.95   41.0       nan       nan       nan    nan    nan 6.59029  ejected 6.60353  ejected  4.08e+06       nan
