Dir   aB    eB   iB     aC    eC    iC    rBf       EBf     aBf   eBf    iBf       rCf       ECf       aCf    eCf    iCf   logtB    destB   logtC    destC      dEAB     dEpsC
  6 23.5 0.167  0.0   59.1 0.077  31.1  18.68 -6.32e+06   17.27  0.78   68.8   99929.7        90 -1819640.39    1.0   29.7     7.0        - 6.83405  ejected -1.68e+06  1.23e+06
  6 27.4  0.13  0.0  243.7 0.044 111.2  25.89 -3.99e+06   27.38  0.13    1.0   99448.0  1.65e+05   -989.63   1.54   28.3     7.0        - 6.06626  ejected       430 -5.41e+05
  6 25.0 0.309  0.0  248.6 0.368  97.1   21.9 -4.37e+06   24.99  0.29  116.0    3399.7 -3.93e+04   4161.97   0.47  100.6     9.0        -     9.0        - -3.46e+03  -2.2e+05
  6 25.3 0.286  0.0  536.5 0.478 112.5  31.24 -4.32e+06   25.25  0.24    4.6   99696.4  7.12e+04  -2299.27    6.6  122.2     7.0        - 6.20244  ejected       847 -7.97e+05
  6 28.1 0.188  0.0  392.9 0.297 123.6  12.41 -1.09e+07    9.99  0.97   59.9   13574.4 -2.18e+04   7516.57   0.98   77.9 8.21606  ejected 8.21621  ejected -7.03e+06 -2.33e+05
  7 23.6 0.037  0.0  183.6 0.431  81.9  31.81 -4.68e+06   23.33  0.38   12.5   79246.4  3.83e+03 -42727.71    1.0   46.8     9.0        - 8.27138  ejected -5.72e+04 -1.01e+05
  7 27.2 0.132  0.0  198.3 0.062 118.1    nan  1.29e+06  -84.92 1178.15   46.3       nan       nan       nan    nan    nan 6.53277  ejected     7.0        -  5.29e+06       nan
  7 26.1 0.148  0.0  443.6 0.488  20.3    nan  1.14e+06  -95.71 981.16  146.4       nan       nan       nan    nan    nan 6.04126  ejected     7.0        -  5.32e+06       nan
  7 28.0 0.178  0.0  480.1 0.568 171.8  38.53 -3.94e+06   27.69  0.56   53.7   99988.7   1.1e+05  -1486.12   1.01  103.2     7.0        - 6.12721  ejected -4.49e+04  -2.3e+05
  7 27.3 0.419  0.0  416.0 0.445 144.5  41.73    -4e+06   27.31  0.59    2.7   99944.0  1.61e+03 -101735.66   1.14  151.6     7.0        - 6.59361  ejected  1.22e+03 -1.09e+06
  7 26.3  0.49  0.0  485.8 0.366 179.3  33.36 -4.14e+06   26.35  0.91    2.8   99896.9  2.35e+05   -695.36   1.43  165.2     7.0        - 6.01748  ejected  2.57e+03 -7.58e+05
  7 24.2 0.086  0.0  642.8 0.744 136.9  16.27 -4.52e+06   24.16  0.45    0.7   99789.3  9.33e+04  -1755.14   4.82    8.1     7.0        - 6.18252  ejected      -634 -7.75e+05
  7 25.7 0.394  0.0  273.8 0.118 176.9 99875.2  5.26e+06  -20.74 3301.92    6.0   49932.9  7.17e+06    -22.82 1855.64  174.2 5.96041  ejected 5.96041  ejected  9.51e+06  7.38e+06
  7 26.9 0.157  0.0  146.1 0.103 147.8  27.21  -7.5e+06   14.55  0.91  132.8   99097.7  1.88e+05   -870.54   2.76   62.8     7.0        - 6.05582  ejected -3.45e+06  2.04e+06
  7 23.9 0.025  0.0  323.2 0.548 135.7  20.45 -4.56e+06   23.92  0.59    1.0   99637.7  6.95e+04  -2354.25    1.2  161.3     7.0        - 6.12534  ejected       621 -1.12e+06
  7 24.9  0.51  0.0  228.5 0.153 144.9  29.46 -4.38e+06   24.91  0.47   17.5     300.8 -5.14e+05    318.36   0.21   24.7     9.0        -     9.0        -  1.12e+03      -692
  7 24.3 0.225  0.0  195.1 0.108 134.6    nan       inf    -0.0   nan    nan       nan       nan       nan    nan    nan 4.05572  ejected 4.20475  ejected       inf       nan
  7 26.4 0.517  0.0  308.2 0.553 150.9  42.84 -4.13e+07   21.92  0.96   17.3    3775.0 -4.85e+05   1977.03   0.95   16.7     9.0        -     9.0        -  2.75e+07  2.93e+06
  7 23.9 0.364  0.0  258.2 0.746  73.1    nan  4.47e+07   -2.44 411.48  126.8       nan       nan       nan    nan    nan 5.54538  ejected 5.59403  ejected  4.93e+07       nan
  7 25.9  0.23  0.0 1013.3 0.709 121.4  23.23 -4.22e+06   25.86  0.31    3.1   99783.6   7.8e+04  -2098.08   7.81  156.9     7.0        - 6.18834  ejected  -1.8e+03    -1e+06
  7 27.8 0.215  0.0  747.4 0.671 114.0  51.21 -3.92e+06   27.84  0.85   11.2   99923.6  1.91e+05   -858.08   16.7   35.6     6.0        - 5.98126  ejected      -474  -1.5e+06
  7 27.6  0.28  0.0  209.9  0.27  26.4  20.06 -8.95e+06    12.2  0.81  147.8   99713.0  2.16e+06    -75.71  64.78  105.5     6.0        - 5.71163  ejected    -5e+06  3.16e+06
  7 24.0 0.427  0.0  135.7 0.342  34.3    nan     5e+06  -21.84 3716.07  123.5       nan       nan       nan    nan    nan 5.36798  ejected     6.0        -  9.54e+06       nan
  7 25.8 0.422  0.0  414.0  0.18  56.2  34.72 -4.23e+06   25.78  0.35   54.8     448.0 -5.29e+05    309.56   0.55  126.2     9.0        -     9.0        -      -600       586
  7 25.9 0.118  0.0  304.1 0.341  16.5    nan  1.73e+05 -632.63 130.75  160.1       nan       nan       nan    nan    nan  6.0576  ejected 6.14246  ejected  4.39e+06       nan
  7 26.9 0.314  0.0   70.2 0.382  77.9    nan  1.44e+07   -7.58 10941.98  177.4       nan       nan       nan    nan    nan 5.63915  ejected     6.0        -  1.85e+07       nan
  7 26.8 0.049  0.0  217.1 0.389 110.6    nan       inf    -0.0   nan    nan       nan       nan       nan    nan    nan 5.24308  ejected 5.26365  ejected       inf       nan
  7 27.1 0.247  0.0  295.3 0.748 104.5    nan  8.26e+05 -132.06 602.49  114.4       nan       nan       nan    nan    nan 6.50252  ejected     7.0        -  4.85e+06       nan
  7 24.1 0.286  0.0  254.4 0.241 167.0  36.69  -3.5e+06   31.18  0.57  113.3   99736.3  1.46e+05  -1122.98   5.07  113.8     7.0        -  6.1114  ejected  1.03e+06  6.02e+05
  7 23.6 0.051  0.0   99.6 0.456 155.7    nan  9.72e+05 -112.35 478.92   51.6       nan       nan       nan    nan    nan 5.99108  ejected     6.0        -   5.6e+06       nan
  7 25.2 0.506  0.0  571.9   0.5 163.2  29.35 -4.33e+06   25.22  0.41   39.1    7754.8 -3.62e+04   4525.32   0.73  143.2     9.0        -     9.0        -  1.06e+04 -2.22e+05
  7 27.4 0.002  0.0  157.6 0.205 160.0   5.58 -2.31e+07    4.73  0.86   71.9   99970.9  7.96e+06    -20.56 284.19  143.1     6.0        - 5.13398  ejected -1.91e+07  1.02e+07
  7 25.4 0.118  0.0  208.7 0.581 161.1  33.88  -4.3e+06   25.38  0.57    5.3   99879.7  1.13e+04 -14497.34    2.0   12.7     7.0        - 6.43674  ejected  1.82e+03 -8.13e+05
  7 24.1 0.481  0.0  389.8 0.647  32.9  23.65 -4.53e+06   24.11  0.88    3.6   99874.9  3.04e+04  -5388.27   3.64  162.8     7.0        - 6.38965  ejected   3.9e+03 -1.73e+06
  7 27.3 0.196  0.0  173.4 0.183   3.6 88294.27  9.14e+06  -11.94 1349.17   94.3   74863.9  2.24e+07      -7.3 636.44   96.7     5.0        - 4.76277  ejected  1.31e+07  2.46e+07
  7 27.8 0.341  0.0  575.0 0.368  84.4  28.52 -3.92e+06   27.82  0.09    2.3   99360.4  8.22e+04  -1992.37   6.31  164.6     7.0        - 6.15153  ejected -1.68e+03 -6.04e+05
  7 24.4 0.487  0.0  140.6 0.202  89.0  44.82 -4.46e+06   24.46  0.83    5.5   99902.1  1.62e+05  -1012.53  19.97  116.6     7.0        - 6.09019  ejected  1.55e+04 -1.54e+06
  7 25.7 0.304  0.0  334.3 0.294 158.0 100000.0       inf    -0.0   nan    nan   74055.8      -nan       nan    nan    nan 4.32685  ejected 4.20475  ejected       inf      -nan
  7 27.6 0.439  0.0  815.1 0.676 123.6  41.31 -3.96e+06   27.55  0.78    2.3   99987.4   8.2e+04  -1997.05  12.19    1.9     6.0        - 5.99543  ejected       698 -1.36e+06
  7 27.2 0.361  0.0  300.3  0.45  52.6  18.92 -4.01e+06   27.23  0.31   36.9   15883.1 -1.78e+04   9179.52   0.97   10.1     9.0        -     9.0        -       645 -2.68e+05
  7 23.9 0.157  0.0   91.6 0.441 114.2  25.74 -7.04e+06   15.51  0.79   98.8   99147.5  9.74e+04  -1680.35   1.87  156.9     7.0        - 6.15811  ejected -2.47e+06  1.44e+06
  7 24.7 0.406  0.0  102.6 0.659 117.7 99984.11  1.83e+05  -598.0 20.77    6.4   78731.6  1.27e+06   -128.65  60.51   95.3 5.90209  ejected 5.54164  ejected  4.62e+06  1.23e+06
  7 24.1 0.235  0.0  524.7 0.481 136.5  23.76 -4.53e+06   24.08  0.16    0.2   98855.0  1.64e+05   -999.11   3.06  171.0     7.0        - 6.07545  ejected -1.52e+03 -5.01e+05
  7 26.4 0.365  0.0  324.6 0.058 161.5 99977.51  3.51e+05 -310.85 319.52  105.4   49998.1  2.31e+06    -70.86 402.02   75.0 5.95437  ejected 5.95437  ejected  4.49e+06  2.72e+06
  7 25.9 0.238  0.0   82.5 0.432 117.7    nan  7.09e+04 -1538.67 64.42   78.3       nan       nan       nan    nan    nan 6.19832  ejected     7.0        -  4.29e+06       nan
  7 24.6 0.096  0.0  596.7 0.579   2.3   22.8 -4.43e+06   24.62  0.12    0.0   99410.1  3.78e+04  -4333.97   1.02  174.3     7.0        - 6.28099  ejected   1.5e+03 -2.42e+05
  7 26.0 0.159  0.0  161.0 0.444 114.0  40.14 -4.19e+06   26.02  0.58    2.3   99909.7  3.78e+04  -4328.56   1.34   91.3     7.0        - 6.29477  ejected  3.03e+03 -3.71e+05
  7 27.4 0.434  0.0  590.2 0.659 132.7  40.12 -3.99e+06   27.39  0.78   15.1   42539.9 -6.33e+03  25872.53   0.94   48.7     9.0        -     9.0        -      -423 -4.62e+05
  7 26.3 0.028  0.0  421.0 0.393  32.9  22.58 -4.16e+06   26.26  0.14   56.9     133.0 -4.29e+05    381.47   0.65  141.5     9.0        -     9.0        - -3.96e+03  1.63e+03
  7 24.9 0.073  0.0  155.6  0.03 159.4  17.45 -7.75e+06   14.08  0.56   35.0   98796.7  1.72e+05   -951.91   4.92  123.2     7.0        - 6.08268  ejected -3.37e+06  1.84e+06
  7 25.8 0.417  0.0   92.6 0.341 163.4    nan  7.46e+06  -14.62 2513.75   92.7       nan       nan       nan    nan    nan 5.21863  ejected     6.0        -  1.17e+07       nan
  7 25.7 0.125  0.0  163.9 0.008  87.9   27.6 -4.25e+06    25.7  0.25    1.5   99915.0  2.22e+04  -7362.48   1.03  109.0     7.0        - 6.36208  ejected  4.38e+03 -4.15e+05
  7 27.1 0.154  0.0  603.6 0.651 171.0  30.67 -4.02e+06   27.14  0.36    0.8   99737.2   4.8e+04  -3408.68   2.83  172.8     7.0        -  6.2887  ejected     -85.9 -8.41e+05
  7 25.0 0.149  0.0  245.5 0.041  20.3  33.71 -4.37e+06   24.99   0.4    1.3   99136.0  1.36e+05  -1207.28   4.92   20.9     7.0        - 6.10313  ejected       831 -5.21e+05
  7 28.0 0.162  0.0  458.6 0.353  17.2  42.19 -3.91e+06   27.95  0.51    3.2   99621.4  3.18e+04  -5145.79    2.3  131.7     7.0        -  6.2688  ejected      -878 -8.68e+05
  7 26.9 0.137  0.0   88.9 0.419 145.6    nan       inf    -0.0   nan    nan       nan       nan       nan    nan    nan 5.58081  ejected 5.58516  ejected       inf       nan
  7 24.6 0.098  0.0   37.2  0.05  61.5 99871.61  6.88e+05 -158.53 607.4  164.6   49930.5   2.1e+06    -77.91 539.76   19.2 5.91688  ejected 5.91688  ejected  5.13e+06  5.37e+06
  7 26.6 0.089  0.0 1074.1 0.741  12.7  24.94 -4.11e+06   26.53  0.44    1.1   99222.1   1.7e+05   -963.06    1.6  168.4     7.0        - 6.06308  ejected -1.32e+03 -5.28e+05
  7 24.5 0.162  0.0  211.4 0.063 146.3  18.86 -4.45e+06   24.51  0.53    2.0   99951.0  4.48e+05    -365.6  56.21  171.1     6.0        - 5.65443  ejected       620  -1.5e+06
  7 27.1 0.288  0.0  244.0 0.008  76.3 92970.8  6.25e+06  -17.45 400.57   98.2   46523.5  1.04e+06   -158.17  80.32   81.9 7.98457  ejected 7.98457  ejected  1.03e+07  1.09e+06
  7 26.5 0.393  0.0  135.3 0.292 158.6    nan       inf    -0.0   nan    nan       nan       nan       nan    nan    nan 4.59735  ejected 4.64295  ejected       inf       nan
  7 27.0 0.064  0.0  314.1 0.162 138.4  28.46 -4.04e+06   26.99  0.08    0.1    2367.3  1.94e+05   -845.14   1.23   94.4     9.0        -     9.0        -   5.6e+03 -8.05e+04
  7 27.3 0.093  0.0  558.0  0.55 157.1  29.86    -4e+06   27.27  0.44    1.7   99995.2  2.44e+05   -670.26  18.02   28.4     6.0        - 5.76277  ejected       275 -1.41e+06
  7 26.5 0.203  0.0  128.4 0.151  54.0  25.38 -4.12e+06   26.46  0.08   31.0     378.6 -3.52e+05    464.74    0.7   24.6     9.0        -     9.0        - -1.24e+04 -7.97e+03
  7 26.1 0.078  0.0  148.3 0.232  30.3    nan  1.84e+06  -59.19 1273.3   86.6       nan       nan       nan    nan    nan 5.47573  ejected     6.0        -  6.02e+06       nan
  7 27.3 0.359  0.0 1183.4 0.702 101.9  34.39    -4e+06   27.31  0.51    2.9   99381.2  8.98e+04  -1823.19    4.2   55.2     7.0        - 6.19779  ejected  1.13e+03 -1.02e+06
  7 24.3 0.254  0.0  768.7 0.711  92.2  31.38 -4.49e+06   24.32   0.3    1.0   99480.0  4.91e+04  -3337.12   1.41  143.5     7.0        - 6.24247  ejected  1.39e+03 -2.36e+05
  7 24.9 0.323  0.0  287.5 0.263  62.6    nan  1.42e+05 -768.95 110.05   85.9       nan       nan       nan    nan    nan 5.97539  ejected     6.0        -  4.54e+06       nan
  7 26.9  0.31  0.0  302.1 0.253 107.0  28.58 -4.06e+06   26.87  0.32   11.0   98891.7  1.42e+05  -1154.44   4.89   66.9     7.0        - 6.11387  ejected -3.48e+03 -7.17e+05
  7 27.6 0.347  0.0  238.0  0.34  61.2   40.7 -3.96e+06   27.54  0.59   35.6    8146.5 -2.35e+04   6964.31   0.44   54.5     9.0        -     9.0        - -3.33e+03 -1.68e+05
  8 27.0 0.381  0.0  432.1 0.213  98.2  32.85 -4.05e+06   26.98  0.29  119.2     773.9 -7.57e+04   2163.81   0.64   77.4     9.0        -     9.0        - -1.78e+03 -6.05e+04
  8 25.2 0.134  0.0   44.8  0.13  39.7 100000.0  7.74e+07   -1.41 2198.11   90.1   73824.9       inf       0.0    nan    nan 4.87599  ejected 4.73958  ejected  8.18e+07       inf
  8 26.5 0.038  0.0   60.4 0.371  62.3    nan  5.52e+05 -197.84 198.71  156.7       nan       nan       nan    nan    nan 6.54518  ejected     7.0        -  4.67e+06       nan
  8 25.1 0.095  0.0  243.8 0.225 103.8  39.61 -4.34e+06   25.15  0.58    3.1   99989.5   1.2e+05   -1366.2  26.86  151.2     6.0        - 5.96288  ejected      -466 -1.52e+06
  8 26.5 0.034  0.0   70.3 0.547  75.1    nan       inf     0.0   nan    nan       nan       nan       nan    nan    nan 4.46892  ejected 4.53267  ejected       inf       nan
  8 27.9  0.32  0.0  164.8 0.149 116.2    nan  2.65e+05 -411.99 236.01   63.0       nan       nan       nan    nan    nan  6.8076  ejected     7.0        -  4.18e+06       nan
  8 27.2 0.375  0.0  505.2  0.39 119.1  41.58 -4.02e+06   27.18  0.66   16.2   99799.5  4.03e+04  -4066.01   4.69   72.1     7.0        - 6.28179  ejected  4.63e+03 -7.64e+05
  8 26.0 0.242  0.0  513.7 0.377 118.0  13.24  -4.2e+06   25.97  0.49    1.4   99944.7  3.99e+05   -410.48   17.1   61.6     6.0        -  5.6651  ejected -6.97e+03  -1.4e+06
  8 25.3 0.419  0.0  634.7 0.548 120.1  31.28 -4.31e+06   25.33  0.24   20.7    1475.3 -1.27e+05   1291.68   0.35   67.6     9.0        -     9.0        -     -86.2 -1.25e+04
  8 24.8  0.12  0.0  378.6 0.322 153.2  24.01 -7.07e+07    12.8  0.94    0.6   99388.6  2.53e+05  -3795.81   3.21   14.5     7.0        -  6.0392  ejected  6.78e+06  2.67e+06
  8 24.0 0.296  0.0  112.6 0.038  85.6  38.25 -5.45e+06   20.02  0.94   99.8   99781.0  1.05e+06   -155.86  57.92  113.2     6.0        - 5.75885  ejected -9.09e+05  2.36e+06
  8 25.4 0.235  0.0  328.9  0.26   6.3    nan  3.43e+05 -318.45 224.34   35.3       nan       nan       nan    nan    nan 5.29126  ejected     6.0        -  4.63e+06       nan
  8 26.4  0.19  0.0  304.3 0.237  45.0  28.86 -4.13e+06   26.42  0.57    4.6   99832.1  2.12e+04  -7716.34   1.36   60.7     7.0        - 6.32297  ejected -3.68e+03 -9.24e+05
  8 26.9 0.351  0.0  269.5 0.263  80.0   30.5 -4.44e+06    24.6  0.24    4.9   99872.0  3.83e+04  -4272.24   1.44   80.1     7.0        - 6.25096  ejected -3.78e+05 -2.65e+05
  8 26.0 0.007  0.0  160.7 0.388  63.9  30.58 -4.19e+06   26.08   0.2    2.9   22818.6 -8.97e+03  18259.75   0.31  117.9     9.0        -     9.0        -  5.26e+03 -4.95e+05
  8 27.7 0.511  0.0  128.5 0.141  31.8  33.45 -3.97e+06   27.52  0.26    4.1   99566.8  4.17e+04  -3925.52   1.26   82.1     7.0        - 6.25699  ejected -2.47e+04 -2.84e+05
  8 27.2 0.013  0.0  567.6 0.595 149.6  27.99 -4.01e+06   27.19  0.06    0.3   99546.0  3.26e+04  -5028.15   1.67   47.3     7.0        - 6.31774  ejected       314 -2.83e+05
  8 27.7 0.273  0.0   83.2 0.042  76.4    nan  4.94e+06  -22.11 4174.86  104.0       nan       nan       nan    nan    nan 6.77939  ejected     7.0        -  8.88e+06       nan
  8 23.6 0.505  0.0  519.8 0.662 154.8  40.52 -4.63e+06   23.59  0.75    1.0   99999.7 -2.76e+03  59418.03   0.99   66.4     7.0        - 6.74273  ejected  1.55e+03  -1.5e+06
  8 25.5  0.15  0.0  188.6 0.071   2.3 100000.0       inf     0.0   nan    nan   72556.0       nan       nan    nan    nan 4.14092  ejected 4.01173  ejected       inf       nan
  8 26.6 0.243  0.0  231.9 0.097 136.6 100000.0  3.87e+07   -2.82 731.88   82.3   73892.3       inf       0.0    nan    nan 4.86152  ejected 4.65889  ejected  4.28e+07       inf
  8 26.5 0.011  0.0  600.5 0.713  86.6  34.07 -4.12e+06   26.51   0.3  116.0    3702.2  -3.7e+04   4425.92   0.65   86.4     9.0        -     9.0        -      -418 -1.31e+05
  8 27.4 0.046  0.0  164.9  0.16 134.9  31.54 -3.97e+06   27.48  0.21   20.3    9325.9 -3.22e+04   5091.17    0.9  157.5     9.0        -     9.0        -  5.03e+03 -1.55e+05
  8 26.0 0.268  0.0  229.7 0.105 125.4  21.17 -4.19e+06   26.02  0.57    1.2   99090.3  1.65e+05    -994.6   3.51   52.7     7.0        - 6.08903  ejected -1.01e+03 -6.42e+05
  8 24.2 0.262  0.0  103.5  0.39  57.6  26.91 -4.59e+06   23.78  0.13   10.3   94670.3  4.13e+04   -3965.5   1.01   81.1     9.0        - 8.12738  ejected -7.32e+04 -1.93e+05
  9 25.8 0.507  0.0   79.7 0.256  61.6    nan       inf     0.0   nan    nan       nan       nan       nan    nan    nan 4.74816  ejected    4.89  ejected       inf       nan
  9 25.7 0.191  0.0  548.0 0.442  86.7  23.81 -4.24e+06   25.71  0.25  164.0    3328.3 -7.09e+04   2310.61   0.58   93.5     9.0        -     9.0        -      -549 -7.39e+04
  9 24.8 0.321  0.0  523.6 0.418   9.4  39.25 -4.41e+06   24.76  0.59   13.1   99629.2  1.58e+04 -10373.51   1.46  118.7     7.0        - 6.43921  ejected  1.19e+03    -8e+05
  9 23.7 0.028  0.0   73.3 0.305 177.6  16.01 -8.58e+06   12.72  0.27   84.3   99530.1  4.69e+04  -3490.77    1.6   43.1     7.0        - 6.22199  ejected -3.98e+06  2.67e+06
  9 23.5 0.059  0.0  696.6  0.66  58.8  20.45 -4.65e+06   23.48  0.59    1.3   98613.4  2.22e+05   -736.55   3.48   90.5     7.0        - 6.00426  ejected -1.37e+03 -8.59e+05
  9 26.1 0.426  0.0 1145.9  0.69 117.1  48.89 -4.18e+06    26.1  0.88    2.0   99983.6  3.01e+05   -543.45   55.5  161.0     6.0        - 5.69298  ejected  1.85e+03 -2.57e+06
  9 25.6 0.065  0.0  537.5 0.605  45.3  35.15 -4.26e+06   25.62  0.54   92.4    3133.4 -6.83e+04   2397.92   0.86  131.2     9.0        -     9.0        -      -770 -7.72e+04
  9 23.5 0.332  0.0  369.0 0.318   0.4  22.21 -4.64e+06    23.5   0.7    0.0   99994.1  1.24e+05  -1321.76  26.58  179.9     6.0        - 5.98999  ejected       725 -1.63e+06
  9 24.5 0.296  0.0   45.4 0.132  48.1  24.52  -6.3e+06   17.32  0.77   35.3    1676.1 -1.54e+05   1063.18    0.9   34.0     9.0        -     9.0        - -1.13e+07  1.62e+07
  9 28.0 0.474  0.0  337.9 0.668  69.1  36.72 -3.89e+06   28.03  0.78    0.6   99987.5  3.76e+05   -435.67  93.78  175.5     6.0        - 5.74985  ejected  1.93e+03 -1.73e+06
  9 24.7 0.234  0.0  299.8 0.167  12.5  20.99 -4.41e+06   24.73   0.2    0.5   99469.4  1.45e+05  -1130.69   4.41   22.1     7.0        - 6.09509  ejected  1.78e+03 -5.16e+05
  9 27.8 0.358  0.0  150.9 0.367  39.9  36.82 -3.91e+06   27.93  0.64   11.8   99954.1  2.67e+05   -613.51  51.94   92.6     6.0        - 5.77492  ejected  1.55e+04 -1.48e+06
  9 28.0 0.114  0.0  306.0 0.516 116.7  20.87  -3.9e+06    28.0  0.33    2.8   99073.9  2.03e+05   -808.48   3.64   57.9     7.0        - 6.04417  ejected -4.19e+03 -5.84e+05
  9 24.5 0.433  0.0   66.7 0.167 167.7 99620.89  3.57e+06  -30.59 2253.78   80.6   49813.1  7.53e+06    -21.74 2244.13   98.0 5.37655  ejected 5.37655  ejected  8.02e+06  1.12e+07
  9 27.7 0.499  0.0  394.4  0.42  68.9   8.69 -3.96e+06   27.57  0.94  119.6     469.8 -4.94e+05    331.54   0.54  100.0     9.0        -     9.0        - -1.91e+04 -3.81e+03
  9 27.2 0.288  0.0  326.3 0.387  15.2  43.53 -4.01e+06   27.24  0.62    1.0   99817.6  6.96e+05   -235.37 104.91  175.7     6.0        - 5.56911  ejected       448  -1.5e+06
  9 27.0 0.517  0.0  235.3 0.748  75.9 99571.75  2.87e+06  -37.99 1287.13   53.0   49799.6  5.22e+06    -31.36 887.16  126.2 6.34031  ejected  6.3402  ejected  6.91e+06  5.89e+06
  9 27.6  0.37  0.0  245.9 0.739  50.2   9.47 -3.95e+06    27.6  0.66   14.6   99451.6  1.81e+05   -905.46   5.63   45.7     7.0        - 6.05853  ejected -1.39e+03 -6.11e+05
  9 26.0 0.142  0.0   64.1 0.002 136.6    nan  2.31e+06  -47.31 1228.97   49.5       nan       nan       nan    nan    nan 5.55277  ejected     6.0        -  6.51e+06       nan
  9 24.3 0.483  0.0  172.3 0.198 166.4   2.93 -1.24e+07     8.8  0.67  124.8   99900.8  2.92e+06    -56.07  165.1   69.0     6.0        - 5.40694  ejected -7.91e+06  4.35e+06
  9 25.5 0.238  0.0  276.0 0.178  28.3  23.45 -5.66e+06   19.29  0.38   34.1   99907.4  3.06e+04  -5359.07   1.01  134.2     7.0        - 6.50132  ejected -1.37e+06  9.72e+05
  9 25.1  0.24  0.0  321.2 0.543 138.7  23.42 -6.14e+06   17.78  0.69   77.7    2530.5 -1.07e+05   1524.56   0.94   40.5     9.0        -     9.0        -  -5.8e+06 -2.14e+06
  9 24.6 0.332  0.0  362.1 0.227  82.2   31.0 -4.43e+06   24.65  0.72   10.6   99944.5  1.24e+05   -1317.4  30.73   45.6     6.0        - 5.99205  ejected      -874 -1.56e+06
  9 25.3  0.08  0.0  158.2 0.585 145.6  24.82 -4.35e+06   25.07  0.68    3.1   99444.9  1.68e+05   -975.29   7.64   36.4     7.0        - 6.09851  ejected -3.59e+04 -1.08e+06
  9 23.8 0.348  0.0  285.4 0.063 108.7  31.01 -4.58e+06   23.83  0.37    3.6   99697.7  1.42e+05  -1149.87   4.74  140.0     7.0        - 6.11488  ejected  6.66e+03 -7.49e+05
  9 25.9 0.252  0.0   94.0 0.214 132.8  22.47 -7.33e+06   14.88  0.59   37.8   99593.4  9.41e+04  -1739.53   6.69   38.7     7.0        - 6.08796  ejected -3.12e+06  1.77e+06
  9 26.3 0.344  0.0  977.2 0.675 146.9  11.58 -4.16e+06   26.24  0.88    8.8   99935.7  5.36e+05   -305.73  140.4    8.1     6.0        - 5.69849  ejected -1.81e+03 -2.15e+06
  9 24.4 0.458  0.0  446.6 0.358 104.6  26.97 -4.47e+06   24.41  0.24   76.9    1279.8 -2.07e+05    789.02   0.73  128.8     9.0        -     9.0        -  2.06e+03 -1.48e+04
  9 24.3 0.378  0.0  429.9  0.27  83.0    4.1  -4.5e+06   24.23  0.83   11.2   99927.6  2.77e+05   -591.28   4.14  135.4     6.0        - 5.99278  ejected -8.43e+03 -8.28e+05
  9 27.3 0.421  0.0  672.7 0.556 139.8  41.19    -4e+06   27.27  0.65   12.4    1553.8 -1.34e+05   1220.92   0.74   18.0     9.0        -     9.0        -       877 -2.02e+04
 10 23.7 0.392  0.0  373.1 0.297  41.7  20.29  -4.6e+06   23.72  0.32   50.8    8920.2 -2.92e+04   5604.23   0.59   99.3     9.0        -     9.0        -  6.73e+03 -2.07e+05
 10 25.6 0.326  0.0  646.5 0.498 140.5  23.08 -4.26e+06   25.63  0.19    1.8   99651.6  5.36e+04  -3054.36   1.63   96.5     7.0        - 6.24179  ejected      -554 -2.84e+05
 10 27.5 0.169  0.0  158.5 0.528 102.8  25.92 -3.89e+06   28.03  0.58   10.6   99928.0  8.17e+04  -2003.95   5.07  100.4     7.0        - 6.19613  ejected  7.99e+04 -7.77e+05
 10 27.7  0.08  0.0  313.6 0.648  16.8  29.01 -3.94e+06    27.7  0.52    0.7   99978.8  9.68e+04  -1691.81  11.77  177.9     7.0        - 6.11415  ejected -3.48e+03 -1.11e+06
 10 23.5 0.245  0.0  197.4 0.179 111.5  24.09 -4.65e+06   23.46  0.31   51.1     640.6 -1.78e+05    920.58   0.84  141.8     9.0        -     9.0        -  -1.1e+04  -2.6e+04
 10 25.5 0.023  0.0  100.0  0.43 148.9    nan  7.81e+07    -1.4 1685.43   33.4       nan       nan       nan    nan    nan 5.32517  ejected 5.38692  ejected  8.24e+07       nan
 10 24.9  0.08  0.0   51.7  0.04 161.8   23.5 -7.64e+07   11.84  0.99   85.1   99276.0  8.89e+04 -10786.05   2.08  116.3     7.0        -  6.0817  ejected -1.02e+07   3.9e+07
 10 25.3 0.311  0.0  190.5 0.036  38.7  38.09 -4.32e+06   25.25  0.81   11.9   99955.0  3.35e+05   -489.21  43.95   24.6     6.0        - 5.96815  ejected -3.34e+03 -1.66e+06
 10 24.9 0.038  0.0  370.2 0.511  71.5  38.78 -4.39e+06   24.88  0.56    0.8   99737.5  1.26e+05  -1294.77   1.73  148.8     7.0        - 6.05404  ejected       148 -8.58e+05
 10 26.4 0.198  0.0  526.5 0.486  18.0  32.74 -4.13e+06   26.43   0.3   13.6    1725.6 -1.49e+05   1099.03   0.59  156.1     9.0        -     9.0        -     -77.9 -1.68e+04
 10 27.0 0.203  0.0  329.0 0.178  99.0   23.3 -4.04e+06    27.0  0.39   57.0    3471.7 -6.83e+04   2397.23   0.87  122.9     9.0        -     9.0        - -1.78e+03 -1.19e+05
 10 25.3 0.195  0.0  269.7 0.405  35.8  24.23 -4.31e+06    25.3  0.44   74.3    2853.9 -6.86e+04   2386.26   0.91   43.7     9.0        -     9.0        - -2.04e+03 -1.25e+05
